,arianne.csv,qgis.csv,phonon-vlc-mplayer.csv,arcallians.csv,mbse.csv,alsa.csv,multitude.csv,cortex-vfx.csv
alsa.csv,0.55,0.6,0.3,0.62,0.25,0.72,0.6,0.22
arcallians.csv,0.63,0.57,0.55,0.78,0.39,0.65,0.59,0.42
arianne.csv,0.72,0.49,0.29,0.52,0.25,0.63,0.52,0.2
cortex-vfx.csv,0.6,0.68,0.63,0.83,0.47,0.74,0.66,0.41
mbse.csv,0.48,0.46,0.09,0.49,0.38,0.71,0.68,0.21
multitude.csv,0.6,0.55,0.28,0.71,0.27,0.64,0.72,0.24
phonon-vlc-mplayer.csv,0.78,0.58,0.66,0.86,0.25,0.66,0.7,0.36
qgis.csv,0.5,0.7,0.48,0.75,0.0,0.0,0.56,0.24
