,jython.csv,jitterbit.csv,gzigzag.csv,blue-c.csv,jguard.csv,unbvision.csv,ppcboot.csv,repositorium.csv,personalaccess.csv,xbg.csv,gdis.csv,wxstudio.csv,icescrum.csv,elateportal.csv
blue-c.csv,1.0,3.0,20.0,0.0,4.0,3.0,0.0,24.0,0.0,7.0,0.0,0.0,2.0,1.0
elateportal.csv,3.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,13.0,0.0,0.0,2.0,0.0
gdis.csv,0.0,4.0,17.0,0.0,1.0,4.0,0.0,3.0,0.0,9.0,0.0,0.0,2.0,1.0
gzigzag.csv,1.0,11.0,4.0,0.0,6.0,1.0,1.0,0.0,0.0,4.0,0.0,6.0,8.0,0.0
icescrum.csv,1.0,0.0,14.0,0.0,3.0,1.0,1.0,9.0,0.0,4.0,0.0,2.0,0.0,1.0
jguard.csv,1.0,5.0,12.0,2.0,7.0,4.0,0.0,3.0,1.0,13.0,0.0,0.0,2.0,3.0
jitterbit.csv,1.0,0.0,11.0,0.0,2.0,5.0,0.0,1.0,0.0,3.0,0.0,23.0,3.0,2.0
jython.csv,1.0,5.0,1.0,2.0,2.0,6.0,0.0,3.0,0.0,14.0,0.0,0.0,3.0,2.0
personalaccess.csv,2.0,11.0,16.0,0.0,2.0,7.0,0.0,1.0,0.0,1.0,0.0,4.0,4.0,0.0
ppcboot.csv,1.0,4.0,24.0,2.0,2.0,4.0,0.0,3.0,0.0,3.0,0.0,0.0,1.0,3.0
repositorium.csv,2.0,2.0,8.0,0.0,2.0,0.0,0.0,0.0,147.0,12.0,1.0,0.0,10.0,0.0
unbvision.csv,0.0,1.0,7.0,0.0,5.0,1.0,0.0,10.0,0.0,2.0,0.0,2.0,0.0,0.0
wxstudio.csv,4.0,2.0,0.0,2.0,0.0,29.0,0.0,2.0,1.0,62.0,0.0,1.0,5.0,1.0
xbg.csv,2.0,1.0,3.0,0.0,1.0,6.0,0.0,0.0,0.0,3.0,2.0,7.0,1.0,0.0
