,jython.csv,jitterbit.csv,gzigzag.csv,blue-c.csv,jguard.csv,unbvision.csv,ppcboot.csv,repositorium.csv,personalaccess.csv,xbg.csv,gdis.csv,wxstudio.csv,icescrum.csv,elateportal.csv
blue-c.csv,0.91,0.68,0.66,0.8,0.43,0.77,0.46,0.45,0.85,0.75,0.65,0.7,0.79,0.05
elateportal.csv,0.14,0.69,0.59,0.8,0.77,0.17,0.61,0.73,0.35,0.88,0.42,0.76,0.74,0.95
gdis.csv,0.5,0.69,0.79,0.63,0.43,0.77,0.49,0.64,0.55,0.5,0.84,0.54,0.63,0.09
gzigzag.csv,0.59,0.37,0.48,0.33,0.33,0.53,0.12,0.18,0.41,0.62,0.26,0.14,0.58,0.25
icescrum.csv,0.68,0.7,0.62,0.6,0.67,0.57,0.14,0.27,0.26,0.62,0.51,0.3,0.84,0.07
jguard.csv,1.0,0.79,0.83,0.97,0.63,1.0,1.0,0.82,0.88,1.0,1.0,0.78,1.0,1.0
jitterbit.csv,0.86,0.7,0.66,0.7,0.5,0.7,0.8,0.27,0.79,0.88,0.6,0.16,0.79,0.05
jython.csv,0.86,0.88,0.52,0.9,0.5,0.87,0.06,0.91,0.28,0.75,0.16,0.95,0.37,0.07
personalaccess.csv,0.68,0.51,0.66,0.43,0.67,0.57,0.3,0.18,0.82,0.12,0.28,0.32,0.63,0.05
ppcboot.csv,0.86,0.91,0.76,1.0,0.77,0.97,0.58,0.73,0.83,0.88,0.75,0.73,0.79,0.75
repositorium.csv,0.05,0.39,0.24,0.03,0.3,0.17,0.02,0.91,0.0,0.75,0.14,0.46,0.16,0.05
unbvision.csv,0.59,0.73,0.28,0.27,0.3,0.77,0.1,0.36,0.4,0.12,0.16,0.22,0.05,0.05
wxstudio.csv,0.18,0.22,0.24,0.37,0.43,0.13,0.53,0.64,0.37,0.0,0.37,0.73,0.26,0.98
xbg.csv,0.14,0.15,0.17,0.03,0.17,0.33,0.6,0.09,0.02,0.75,0.02,0.05,0.16,0.02
