,wgs-assembler.csv,nh3d.csv,jvcl.csv,blogentis.csv,m-m-m.csv,htmlunit.csv,emulemorph.csv
blogentis.csv,0.51,0.5,0.31,0.0,0.2,0.39,0.16
emulemorph.csv,0.09,0.0,0.03,0.23,0.2,0.04,0.0
htmlunit.csv,0.41,0.62,0.62,0.26,0.1,0.0,0.26
jvcl.csv,0.16,0.09,0.0,0.01,0.0,0.06,0.0
m-m-m.csv,0.53,0.98,1.0,0.94,0.0,0.92,0.89
nh3d.csv,0.01,0.0,0.32,0.2,0.0,0.05,0.13
wgs-assembler.csv,0.0,0.18,0.09,0.32,0.1,0.13,0.24
