,wgs-assembler.csv,nh3d.csv,jvcl.csv,blogentis.csv,m-m-m.csv,htmlunit.csv,emulemorph.csv
blogentis.csv,0.45,0.02,0.18,0.96,0.39,0.52,0.08
emulemorph.csv,0.0,0.0,0.0,0.14,0.42,0.02,1.0
htmlunit.csv,0.45,0.02,0.22,0.38,0.3,0.97,0.06
jvcl.csv,0.21,0.06,0.9,0.15,0.0,0.2,0.0
m-m-m.csv,0.42,0.02,0.18,0.4,1.0,0.45,0.11
nh3d.csv,0.0,1.0,0.2,0.27,0.0,0.39,0.26
wgs-assembler.csv,0.97,0.06,0.13,0.36,0.0,0.13,0.0
