,wgs-assembler.csv,nh3d.csv,jvcl.csv,blogentis.csv,m-m-m.csv,htmlunit.csv,emulemorph.csv
blogentis.csv,0.67,0.71,0.7,0.08,0.77,0.53,0.85
emulemorph.csv,1.0,1.0,1.0,0.91,0.75,0.99,0.0
htmlunit.csv,0.64,0.8,0.64,0.64,0.83,0.06,0.87
jvcl.csv,0.86,0.76,0.19,0.92,1.0,0.88,1.0
m-m-m.csv,0.72,0.98,1.0,0.95,0.0,0.93,0.89
nh3d.csv,1.0,0.0,0.65,0.78,1.0,0.74,0.52
wgs-assembler.csv,0.05,0.53,0.88,0.66,1.0,0.92,1.03
