,rhex.csv,qgo.csv,firebird.csv,applet2app.csv,yield.csv,cities3d.csv,hydrogen.csv,xined.csv,lphant.csv,open-ms.csv
applet2app.csv,0.33,0.47,0.33,0.59,0.54,0.76,0.62,0.8,0.77,0.48
cities3d.csv,0.0,0.77,0.17,0.59,0.13,0.68,0.5,0.0,0.23,0.87
firebird.csv,0.42,0.6,0.55,0.67,0.59,0.81,0.69,1.0,0.86,0.55
hydrogen.csv,1.0,1.0,1.0,1.0,1.0,1.0,0.81,0.0,1.0,1.0
lphant.csv,0.92,0.67,0.6,0.64,0.75,0.68,0.75,0.4,0.64,0.73
open-ms.csv,0.67,0.83,0.8,0.52,0.17,0.81,0.62,0.8,0.41,0.49
qgo.csv,0.92,0.9,0.84,0.75,0.71,0.89,0.81,0.7,0.91,0.81
rhex.csv,0.75,0.73,0.31,0.32,0.29,0.46,0.56,0.2,0.05,0.45
xined.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0
yield.csv,0.58,0.87,0.7,0.95,0.71,1.0,0.88,1.0,0.91,0.76
