,rhex.csv,qgo.csv,firebird.csv,applet2app.csv,yield.csv,cities3d.csv,hydrogen.csv,xined.csv,lphant.csv,open-ms.csv
applet2app.csv,6.0,1.0,0.0,0.0,0.0,5.0,8.0,0.0,3.0,10.0
cities3d.csv,92.0,7.0,0.0,5.0,0.0,7.0,0.0,52.0,0.0,9.0
firebird.csv,16.0,7.0,0.0,1.0,0.0,13.0,20.0,0.0,6.0,19.0
hydrogen.csv,13.0,11.0,0.0,8.0,8.0,53.0,0.0,52.0,0.0,24.0
lphant.csv,0.0,0.0,0.0,1.0,2.0,20.0,1.0,5.0,0.0,4.0
open-ms.csv,4.0,3.0,0.0,2.0,0.0,40.0,6.0,5.0,1.0,4.0
qgo.csv,10.0,0.0,3.0,8.0,0.0,36.0,4.0,4.0,9.0,9.0
rhex.csv,2.0,4.0,2.0,1.0,0.0,41.0,5.0,7.0,0.0,5.0
xined.csv,92.0,64.0,329.0,1673.0,130.0,432.0,115.0,0.0,54.0,436.0
yield.csv,16.0,1.0,0.0,8.0,0.0,53.0,17.0,0.0,5.0,10.0
