,pclasses.csv,tzod.csv,atlc.csv,theresa.csv,qcad2.csv,pfaedit.csv,moving-pictures.csv,elynx.csv,roller.csv,zabbix.csv,hannosset.csv,ipfilter.csv,glelite.csv,xinity.csv,rockbox.csv
atlc.csv,1.0,3.0,0.0,35.0,10.0,1.0,1.0,59.0,1.0,0.0,18.0,1.0,0.0,0.0,9.0
glelite.csv,16.0,5.0,0.0,48.0,12.0,0.0,0.0,14.0,0.0,0.0,19.0,0.0,0.0,0.0,8.0
hannosset.csv,6.0,3.0,0.0,6.0,3.0,5.0,58.0,59.0,2.0,26.0,6.0,64.0,0.0,1.0,50.0
ipfilter.csv,1.0,4.0,0.0,43.0,12.0,1.0,0.0,17.0,0.0,1.0,21.0,0.0,0.0,1.0,12.0
moving-pictures.csv,3.0,1.0,69.0,8.0,0.0,3.0,1.0,59.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0
pclasses.csv,0.0,4.0,69.0,52.0,5.0,4.0,0.0,59.0,0.0,4.0,6.0,1.0,0.0,0.0,8.0
pfaedit.csv,5.0,1.0,69.0,21.0,5.0,0.0,0.0,59.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0
qcad2.csv,7.0,2.0,0.0,14.0,0.0,1.0,2.0,59.0,0.0,1.0,11.0,0.0,0.0,0.0,3.0
rockbox.csv,7.0,2.0,69.0,19.0,4.0,3.0,1.0,59.0,0.0,39.0,3.0,0.0,0.0,1.0,1.0
roller.csv,1.0,3.0,0.0,45.0,30.0,1.0,0.0,13.0,0.0,0.0,18.0,1.0,0.0,0.0,8.0
theresa.csv,10.0,1.0,0.0,12.0,1.0,0.0,1.0,59.0,1.0,0.0,24.0,1.0,0.0,0.0,0.0
tzod.csv,6.0,3.0,1.0,18.0,10.0,2.0,0.0,59.0,0.0,0.0,3.0,0.0,0.0,2.0,7.0
xinity.csv,1.0,4.0,0.0,52.0,11.0,1.0,0.0,59.0,1.0,0.0,15.0,0.0,0.0,0.0,15.0
zabbix.csv,12.0,1.0,1.0,8.0,0.0,0.0,3.0,59.0,0.0,0.0,4.0,1.0,0.0,1.0,5.0
