,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,jcl.csv,quantlib.csv
chipster.csv,0.06,0.38,0.5,0.22,0.98,0.0,0.54,0.42,0.44,0.33
fontforge.csv,0.8,0.65,0.28,0.2,0.97,0.51,0.17,0.0,0.58,0.29
hatari.csv,0.24,0.53,0.0,0.73,0.41,0.42,0.54,0.35,0.62,0.34
jcl.csv,0.29,0.05,0.17,0.29,0.06,0.19,0.17,0.16,0.0,0.26
ltp.csv,0.18,0.3,0.06,0.04,0.01,0.04,0.12,0.0,0.02,0.04
net-snmp.csv,0.0,0.28,0.42,0.49,0.76,0.33,0.31,0.71,0.66,0.36
opde.csv,0.51,0.58,0.28,0.0,0.46,0.6,0.58,0.23,0.82,0.46
powerfolder-.csv,0.0,0.0,0.0,0.0,0.06,0.16,0.0,0.0,0.66,0.04
quantlib.csv,0.31,0.66,0.08,0.38,0.59,0.79,0.13,0.03,0.59,0.0
