,rhex.csv,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,rezilla.csv,yield.csv,hydrogen.csv,ossbuild.csv,quarkplayer.csv,virtuoso.csv,enzo.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv,natpad.csv
autowikibrowser.csv,0.5,0.47,0.49,0.35,0.5,0.69,0.56,0.5,0.36,0.49,0.36,0.45,0.5,0.45,0.37,0.38,0.36
dynalloy.csv,0.56,0.56,0.71,0.3,0.45,0.88,0.49,0.65,0.6,0.8,0.4,0.37,0.4,0.41,0.52,0.5,0.46
enzo.csv,0.39,0.4,0.38,0.29,0.42,0.46,0.45,0.51,0.37,0.4,0.36,0.37,0.33,0.43,0.41,0.33,0.35
hydrogen.csv,0.59,0.67,0.65,0.61,0.8,0.0,0.64,0.81,0.59,0.69,0.39,0.83,0.75,0.7,0.38,0.55,0.39
jcae.csv,0.0,0.72,0.89,0.89,0.5,0.5,0.88,0.82,0.0,0.67,0.5,0.5,0.67,0.88,0.91,0.0,0.8
kmatplot.csv,0.76,0.86,0.72,0.77,0.77,0.83,0.82,0.96,0.97,0.66,0.53,0.66,0.9,0.94,0.64,0.68,0.53
lphant.csv,0.55,0.56,0.54,0.44,0.56,0.41,0.6,0.64,0.53,0.58,0.43,0.62,0.5,0.53,0.41,0.44,0.54
natpad.csv,0.56,0.59,0.67,0.5,0.89,0.92,0.83,0.71,0.51,0.56,0.41,0.46,0.69,0.68,0.67,0.53,0.56
nosleepsoftware.csv,0.76,0.86,0.5,0.52,0.75,0.0,0.89,0.8,0.65,0.94,0.45,0.83,0.0,0.88,0.48,0.6,0.73
ossbuild.csv,0.94,0.51,0.75,0.9,0.5,0.78,0.62,0.71,0.96,0.9,0.91,0.95,0.38,0.47,0.71,0.92,0.76
quarkplayer.csv,0.59,0.75,0.75,0.75,0.64,0.0,0.81,0.95,0.0,0.89,0.52,0.67,0.93,0.83,0.67,0.89,0.75
quickfast.csv,0.6,0.8,0.61,0.3,0.6,0.8,0.73,0.75,0.44,0.7,0.37,0.4,0.56,0.43,0.45,0.38,0.47
rezilla.csv,0.44,0.47,0.38,0.29,0.43,0.68,0.46,0.51,0.41,0.42,0.37,0.46,0.39,0.4,0.43,0.31,0.46
rhex.csv,0.92,0.67,0.92,0.88,0.75,0.0,0.91,0.75,0.84,0.91,0.5,0.94,0.0,0.88,0.92,0.68,0.67
rocrail.csv,0.89,0.76,0.81,0.94,0.82,0.0,0.88,0.61,0.77,0.71,0.57,0.68,0.83,0.88,0.68,0.86,0.62
virtuoso.csv,0.47,0.4,0.41,0.33,0.42,0.4,0.47,0.56,0.42,0.41,0.8,0.43,0.35,0.4,0.44,0.76,0.41
yield.csv,0.41,0.37,0.44,0.29,0.37,0.67,0.52,0.55,0.39,0.41,0.38,0.41,0.36,0.36,0.4,0.36,0.43
