,rhex.csv,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,rezilla.csv,yield.csv,hydrogen.csv,ossbuild.csv,quarkplayer.csv,virtuoso.csv,enzo.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv,natpad.csv
autowikibrowser.csv,0.36,0.33,0.33,0.61,0.19,0.22,0.07,0.1,0.69,0.35,0.56,0.12,0.36,0.04,0.25,0.22,0.39
dynalloy.csv,0.69,0.29,0.0,0.96,0.83,0.15,0.9,0.32,0.47,0.3,0.9,0.44,0.82,0.8,0.84,0.41,0.83
enzo.csv,0.69,0.63,0.71,0.94,0.66,0.38,0.57,0.45,0.76,0.65,0.62,0.04,0.76,0.61,0.71,0.47,0.53
hydrogen.csv,0.16,0.17,0.31,0.24,0.0,0.02,0.22,0.0,0.26,0.18,0.31,0.0,0.0,0.07,0.25,0.16,0.22
jcae.csv,0.01,0.12,0.04,0.0,0.02,0.02,0.0,0.04,0.0,0.01,0.0,0.0,0.0,0.04,0.04,0.0,0.02
kmatplot.csv,0.28,0.0,0.4,0.32,0.32,0.1,0.18,0.19,0.16,0.33,0.36,0.68,0.06,0.17,0.4,0.12,0.23
lphant.csv,0.52,0.48,0.41,0.48,0.64,0.9,0.29,0.75,0.6,0.53,0.84,0.72,0.0,0.41,0.61,0.78,0.62
natpad.csv,0.31,0.31,0.42,0.43,0.15,0.18,0.16,0.38,0.53,0.63,0.57,0.88,0.24,0.44,0.2,0.66,0.02
nosleepsoftware.csv,0.22,0.02,0.02,0.29,0.0,0.0,0.1,0.04,0.21,0.11,0.26,0.16,0.0,0.07,0.38,0.12,0.16
ossbuild.csv,0.17,0.59,0.15,0.06,0.02,0.48,0.28,0.54,0.01,0.27,0.11,0.12,0.42,0.52,0.11,0.12,0.23
quarkplayer.csv,0.68,0.36,0.03,0.05,0.4,0.0,0.53,0.17,0.0,0.0,0.49,0.48,0.3,0.48,0.61,0.03,0.66
quickfast.csv,0.52,0.29,0.31,0.68,0.15,0.1,0.12,0.17,0.83,0.22,0.48,0.4,0.36,0.5,0.34,0.0,0.89
rezilla.csv,0.73,0.43,0.85,0.96,0.72,0.0,0.25,0.56,0.66,0.61,0.8,0.8,0.45,0.63,0.86,0.38,0.69
rhex.csv,0.01,0.13,0.08,0.08,0.04,0.02,0.04,0.05,0.16,0.13,0.24,0.0,0.0,0.07,0.06,0.16,0.14
rocrail.csv,0.06,0.09,0.16,0.19,0.15,0.02,0.12,0.1,0.2,0.2,0.22,0.12,0.06,0.06,0.0,0.19,0.11
virtuoso.csv,0.74,0.79,0.97,0.9,0.98,0.75,0.91,0.71,0.98,0.93,0.01,1.0,1.0,0.89,0.88,0.16,0.84
yield.csv,0.7,0.82,0.46,0.89,0.66,0.22,0.0,0.8,0.74,0.75,0.76,0.56,0.7,0.7,0.81,0.75,0.94
