,rhex.csv,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,rezilla.csv,yield.csv,hydrogen.csv,ossbuild.csv,quarkplayer.csv,virtuoso.csv,enzo.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv,natpad.csv
autowikibrowser.csv,0.36,0.4,0.38,0.27,0.53,0.4,0.6,0.56,0.1,0.11,0.41,0.67,0.45,0.95,0.6,0.71,0.63
dynalloy.csv,0.21,0.43,1.0,0.17,0.36,0.15,0.57,0.37,0.13,0.18,0.39,0.89,0.6,0.57,0.24,0.62,0.49
enzo.csv,0.28,0.37,0.45,0.18,0.41,0.55,0.61,0.33,0.09,0.12,0.39,0.97,0.6,0.59,0.44,0.73,0.59
hydrogen.csv,0.28,0.35,0.14,0.25,0.48,0.0,0.37,1.0,0.04,0.05,0.43,0.3,0.31,0.5,0.58,0.45,0.59
jcae.csv,0.0,0.37,0.16,1.0,0.11,0.1,0.23,0.52,0.0,0.14,0.09,0.04,0.24,0.23,0.48,0.04,0.17
kmatplot.csv,0.29,0.98,0.22,0.06,0.52,0.16,0.35,0.33,0.09,0.03,0.38,0.62,0.5,0.26,0.36,0.45,0.41
lphant.csv,0.23,0.35,0.4,0.19,0.49,0.43,0.63,0.25,0.29,0.16,0.38,0.55,1.0,0.55,0.44,0.69,0.61
natpad.csv,0.32,0.44,0.45,0.24,0.16,0.32,0.39,0.31,0.22,0.09,0.39,0.74,0.42,0.4,0.45,0.49,0.95
nosleepsoftware.csv,0.18,0.22,0.0,0.22,0.86,0.0,0.06,0.1,0.05,0.0,0.39,0.32,0.0,0.4,0.42,0.48,0.37
ossbuild.csv,0.21,0.34,0.43,0.53,0.11,0.19,0.61,0.27,0.83,0.23,0.48,0.26,0.59,0.57,0.56,0.3,0.49
quarkplayer.csv,0.16,0.24,0.04,0.0,0.57,0.1,0.29,0.11,0.0,0.9,0.34,0.62,0.27,0.25,0.27,0.29,0.23
quickfast.csv,0.17,0.22,0.22,0.25,0.52,0.08,0.52,0.35,0.18,0.08,0.41,0.89,0.55,0.61,0.37,0.98,0.51
rezilla.csv,0.18,0.37,0.46,0.19,0.46,1.0,0.61,0.27,0.14,0.11,0.37,0.8,0.6,0.59,0.36,0.76,0.56
rhex.csv,0.92,0.39,0.16,0.24,0.2,0.0,0.22,0.5,0.06,0.06,0.44,0.29,0.0,0.4,0.41,0.42,0.37
rocrail.csv,0.38,0.48,0.28,0.22,0.3,0.0,0.22,0.47,0.1,0.09,0.4,0.49,0.29,0.43,1.0,0.26,0.51
virtuoso.csv,0.24,0.37,0.5,0.18,0.41,0.52,0.63,0.29,0.22,0.13,0.95,0.89,0.57,0.62,0.37,0.47,0.59
yield.csv,0.28,0.34,0.5,0.2,0.41,0.35,0.99,0.27,0.13,0.14,0.41,0.82,0.59,0.66,0.36,0.78,0.51
