,rhex.csv,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,rezilla.csv,yield.csv,hydrogen.csv,ossbuild.csv,quarkplayer.csv,virtuoso.csv,enzo.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv,natpad.csv
autowikibrowser.csv,0.24,0.3,0.39,0.16,0.5,0.44,0.85,0.5,0.06,0.07,0.28,0.95,0.45,0.95,0.47,0.81,0.55
dynalloy.csv,0.12,0.33,1.0,0.1,0.24,0.25,0.45,0.26,0.08,0.11,0.25,0.89,0.44,0.45,0.15,0.68,0.37
enzo.csv,0.16,0.24,0.34,0.1,0.28,0.46,0.54,0.21,0.05,0.06,0.26,0.99,0.44,0.49,0.28,0.71,0.48
hydrogen.csv,0.24,0.33,0.18,0.17,1.0,0.0,0.55,1.0,0.03,0.03,0.35,1.0,1.0,0.8,0.46,0.75,0.63
jcae.csv,0.0,0.4,0.56,1.0,0.5,0.5,1.0,0.64,0.0,0.33,1.0,1.0,1.0,0.75,0.73,1.0,0.8
kmatplot.csv,0.21,1.0,0.23,0.04,0.42,0.33,0.57,0.27,0.08,0.02,0.3,0.76,0.8,0.47,0.27,0.79,0.5
lphant.csv,0.14,0.24,0.37,0.12,0.33,0.29,0.66,0.15,0.18,0.09,0.24,0.72,1.0,0.53,0.29,0.6,0.47
natpad.csv,0.22,0.33,0.41,0.15,0.22,0.42,0.62,0.21,0.13,0.05,0.27,0.77,0.5,0.41,0.41,0.51,0.98
nosleepsoftware.csv,0.14,0.57,0.0,0.15,1.0,0.0,0.22,0.2,0.04,0.0,0.35,0.83,0.0,0.75,0.32,0.8,0.55
ossbuild.csv,0.18,0.22,0.56,0.5,0.5,0.17,0.65,0.17,0.92,0.14,0.55,0.84,0.52,0.51,0.57,0.69,0.56
quarkplayer.csv,0.1,0.18,0.25,0.0,0.42,1.0,0.32,0.11,0.0,1.0,0.25,0.81,0.33,0.28,0.18,0.89,0.21
quickfast.csv,0.11,0.18,0.26,0.14,0.53,0.2,0.76,0.29,0.1,0.05,0.29,0.9,0.52,0.53,0.29,1.0,0.37
rezilla.csv,0.11,0.26,0.33,0.11,0.31,1.0,0.67,0.16,0.08,0.06,0.24,0.8,0.52,0.49,0.22,0.75,0.44
rhex.csv,0.92,0.41,0.42,0.25,0.5,0.0,0.73,0.58,0.05,0.05,0.39,1.0,0.0,0.75,0.58,0.74,0.57
rocrail.csv,0.44,0.52,0.42,0.17,0.36,0.0,0.53,0.44,0.08,0.06,0.37,0.92,0.67,0.81,1.0,0.57,0.71
virtuoso.csv,0.14,0.22,0.35,0.1,0.26,0.36,0.48,0.17,0.12,0.07,0.98,0.8,0.4,0.46,0.23,0.76,0.43
yield.csv,0.16,0.21,0.42,0.11,0.28,0.4,1.0,0.16,0.07,0.08,0.26,0.85,0.45,0.51,0.23,0.65,0.37
