,rhex.csv,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,rezilla.csv,yield.csv,hydrogen.csv,ossbuild.csv,quarkplayer.csv,virtuoso.csv,enzo.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv,natpad.csv
autowikibrowser.csv,0.73,0.63,0.41,0.76,0.6,0.41,0.51,0.66,0.31,0.4,0.65,0.57,0.48,0.95,0.8,0.66,0.69
dynalloy.csv,0.54,0.64,1.0,0.17,0.45,0.13,0.33,0.69,0.31,0.57,0.36,0.79,0.51,0.5,0.37,0.57,0.44
enzo.csv,0.66,0.68,0.52,0.24,0.6,0.67,0.63,0.7,0.27,0.55,0.62,0.95,0.58,0.62,0.67,0.71,0.66
hydrogen.csv,0.38,0.43,0.14,0.48,0.36,0.0,0.33,1.0,0.07,0.11,0.57,0.22,0.22,0.41,0.77,0.37,0.59
jcae.csv,0.0,0.39,0.12,1.0,0.07,0.06,0.16,0.49,0.0,0.11,0.06,0.02,0.17,0.17,0.41,0.02,0.11
kmatplot.csv,0.53,0.98,0.24,0.13,0.69,0.13,0.29,0.48,0.11,0.11,0.54,0.47,0.41,0.21,0.56,0.37,0.39
lphant.csv,0.56,0.63,0.45,0.55,0.71,0.33,0.62,0.56,0.71,0.66,0.46,0.4,1.0,0.57,0.72,0.53,0.68
natpad.csv,0.6,0.67,0.51,0.65,0.14,0.3,0.33,0.62,0.54,0.43,0.63,0.36,0.4,0.42,0.54,0.44,0.94
nosleepsoftware.csv,0.29,0.17,0.0,0.48,0.79,0.0,0.04,0.07,0.07,0.0,0.49,0.24,0.0,0.31,0.64,0.39,0.32
ossbuild.csv,0.29,0.63,0.4,0.61,0.07,0.24,0.59,0.63,0.79,0.66,0.48,0.19,0.66,0.61,0.6,0.23,0.48
quarkplayer.csv,0.45,0.38,0.02,0.0,0.8,0.06,0.3,0.14,0.0,0.85,0.54,0.5,0.27,0.26,0.47,0.2,0.27
quickfast.csv,0.43,0.32,0.22,0.7,0.54,0.06,0.45,0.49,0.42,0.21,0.63,0.8,0.6,0.65,0.53,0.97,0.35
rezilla.csv,0.47,0.64,0.41,0.17,0.64,1.0,0.59,0.62,0.39,0.51,0.51,0.5,0.69,0.62,0.43,0.73,0.6
rhex.csv,0.93,0.43,0.12,0.26,0.15,0.0,0.16,0.49,0.07,0.11,0.54,0.2,0.0,0.31,0.37,0.34,0.32
rocrail.csv,0.38,0.5,0.25,0.37,0.29,0.0,0.17,0.55,0.14,0.21,0.47,0.38,0.21,0.35,1.0,0.2,0.45
virtuoso.csv,0.58,0.57,0.13,0.34,0.09,0.59,0.32,0.65,0.09,0.27,0.94,0.0,0.0,0.37,0.4,0.39,0.48
yield.csv,0.65,0.51,0.59,0.38,0.6,0.36,0.98,0.54,0.37,0.6,0.58,0.68,0.63,0.65,0.5,0.61,0.23
