,openefm.csv,jgnash.csv,ingex.csv,ambulant.csv,synecdoche.csv
ambulant.csv,0.82,0.61,0.74,0.27,0.93
ingex.csv,0.81,0.68,0.24,0.18,0.47
jgnash.csv,0.36,0.21,0.42,0.42,0.58
openefm.csv,0.27,0.88,0.36,0.27,0.23
synecdoche.csv,0.61,0.61,0.3,0.38,0.21
