,openefm.csv,jgnash.csv,ingex.csv,ambulant.csv,synecdoche.csv
ambulant.csv,0.43,0.2,0.55,0.67,0.48
ingex.csv,0.36,0.24,0.59,0.49,0.42
jgnash.csv,0.54,0.43,0.53,0.45,0.41
openefm.csv,0.62,0.25,0.46,0.45,0.47
synecdoche.csv,0.47,0.25,0.4,0.22,0.64
