,openefm.csv,jgnash.csv,ingex.csv,ambulant.csv,synecdoche.csv
ambulant.csv,0.73,0.52,0.86,0.73,0.76
ingex.csv,0.58,0.68,0.59,0.41,0.45
jgnash.csv,0.64,0.6,0.62,0.49,0.48
openefm.csv,0.7,0.88,0.48,0.41,0.41
synecdoche.csv,0.7,0.64,0.38,0.2,0.62
