,openefm.csv,jgnash.csv,ingex.csv,ambulant.csv,synecdoche.csv
ambulant.csv,0.3,0.13,0.4,0.62,0.35
ingex.csv,0.26,0.15,0.59,0.59,0.39
jgnash.csv,0.47,0.33,0.46,0.42,0.36
openefm.csv,0.56,0.15,0.44,0.49,0.55
synecdoche.csv,0.36,0.15,0.42,0.24,0.67
