,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,libtorrent.csv,xstore.csv,salasaga.csv,nebuladevice.csv,xtreemfs.csv,natpad.csv
ikvm.csv,0.62,0.81,0.01,0.18,0.69,0.82,0.4,0.14,0.1,0.74,0.24
libtorrent.csv,0.76,0.4,0.07,0.3,0.74,0.91,0.56,0.16,0.24,0.89,0.4
mcmc-jags.csv,0.7,0.43,0.05,0.7,0.75,0.86,0.6,0.23,0.17,0.86,0.51
natpad.csv,0.75,0.57,0.05,0.47,0.83,0.88,0.63,0.19,0.24,0.9,0.58
nebuladevice.csv,0.71,0.14,0.0,0.29,1.0,0.84,0.52,0.0,0.37,0.92,0.0
olap-navigator.csv,0.96,0.43,0.08,0.53,0.84,0.98,0.6,0.17,0.29,0.92,0.58
pidgin.csv,0.83,0.43,0.1,0.38,0.86,0.87,0.68,0.2,0.2,0.92,0.6
salasaga.csv,0.7,0.44,0.05,0.29,0.81,0.84,0.61,0.31,0.27,0.87,0.66
sepgsql.csv,0.97,0.48,0.11,0.57,0.86,1.0,0.68,0.24,0.29,0.97,0.61
xstore.csv,0.68,0.53,0.05,0.56,0.75,0.95,0.7,0.28,0.21,0.9,0.43
xtreemfs.csv,0.9,0.46,0.06,0.36,0.74,0.92,0.61,0.18,0.07,0.94,0.53
