,ldview.csv,fw4spl.csv,qlc.csv,oppna-program-hsatools.csv,gwanted.csv,lcfizvtop.csv,grisbi.csv,libmesh.csv,glas.csv,somap.csv,wxcode.csv,mediaportal.csv,codepurge.csv,ambulant.csv,xcf.csv,olex2.csv,arm-webradio.csv
ambulant.csv,0.55,0.53,0.21,0.5,0.4,0.41,0.27,0.09,0.32,0.39,0.77,0.27,0.28,0.74,0.38,0.65,0.0
arm-webradio.csv,0.37,0.5,0.2,0.18,0.33,0.31,0.34,0.31,0.57,0.25,0.33,0.42,0.5,0.48,0.55,0.58,0.93
codepurge.csv,0.58,0.61,0.2,0.38,0.25,0.62,0.28,0.3,0.13,0.28,0.72,0.5,0.72,0.53,0.32,0.57,0.71
fw4spl.csv,0.17,0.64,0.63,0.43,0.32,0.21,0.63,0.14,0.17,0.37,0.33,0.47,0.68,0.42,0.46,0.42,0.51
glas.csv,0.59,0.73,0.48,0.57,0.46,0.48,0.65,0.42,0.63,0.54,0.5,0.67,0.52,0.56,0.52,0.62,0.52
grisbi.csv,0.13,0.05,0.63,0.55,0.33,0.56,0.84,0.54,0.21,0.0,0.43,0.63,0.17,0.46,0.13,0.36,0.72
gwanted.csv,0.34,0.52,0.66,0.34,0.72,0.31,0.8,0.18,0.26,0.48,0.72,0.61,0.47,0.42,0.39,0.59,0.35
lcfizvtop.csv,0.49,0.63,0.31,0.51,0.57,0.74,0.61,0.29,0.59,0.71,0.2,0.66,0.05,0.5,0.7,0.35,0.62
ldview.csv,0.69,0.47,0.24,0.62,0.48,0.43,0.27,0.61,0.21,0.45,0.51,0.41,0.2,0.73,0.58,0.56,0.0
libmesh.csv,0.42,0.24,0.26,0.27,0.28,0.58,0.23,0.74,0.4,0.34,0.0,0.1,0.0,0.2,0.29,0.35,0.56
mediaportal.csv,0.12,0.12,0.38,0.12,0.25,0.11,0.04,0.15,0.04,0.12,0.17,0.6,0.05,0.15,0.29,0.37,0.81
olex2.csv,0.0,0.39,0.6,0.52,0.71,0.31,0.53,0.1,0.13,0.38,0.61,0.58,0.2,0.24,0.26,0.75,0.54
oppna-program-hsatools.csv,0.37,0.47,0.21,0.89,0.55,0.49,0.84,0.4,0.36,0.0,0.83,0.45,0.29,0.56,0.41,0.62,0.25
qlc.csv,0.52,0.62,0.68,0.35,0.33,0.4,0.54,0.38,0.46,0.25,0.83,0.67,0.63,0.59,0.46,0.63,0.0
somap.csv,0.13,0.0,0.28,0.56,0.41,0.0,0.8,0.32,0.56,0.86,0.05,0.09,0.13,0.13,0.4,0.47,0.05
wxcode.csv,0.28,0.25,0.67,0.42,0.59,0.4,0.66,0.31,0.1,0.2,0.95,0.6,0.1,0.37,0.19,0.42,0.2
xcf.csv,0.6,0.54,0.72,0.52,0.58,0.52,0.65,0.56,0.66,0.58,0.85,0.63,0.42,0.69,0.74,0.69,0.11
