,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,myfaces.csv,jaxlib.csv,anaxagora.csv,ipfire-wall.csv,jasperreports.csv,irplus.csv,smartgwt.csv,poormans.csv,free-evolution.csv
anaxagora.csv,0.44,0.33,0.51,0.32,0.43,0.48,0.36,0.45,0.44,0.45,0.41,0.4,0.46,0.65,0.38,0.43,0.36,0.3,0.38,0.49
blogentis.csv,0.58,0.59,0.71,0.51,0.44,0.66,0.49,0.41,0.61,0.54,0.46,0.61,0.37,0.6,0.53,0.48,0.57,0.95,0.65,0.56
free-evolution.csv,0.43,0.31,0.39,0.32,0.46,0.49,0.36,0.44,0.38,0.36,0.32,0.38,0.29,0.32,0.36,0.41,0.31,0.28,0.41,0.54
gtad.csv,0.67,0.32,0.34,0.73,0.86,0.62,0.36,0.75,0.69,0.52,0.69,0.68,0.88,0.83,0.41,0.66,0.5,0.67,0.94,0.68
htmlunit.csv,0.32,0.29,0.35,0.48,0.44,0.49,0.38,0.62,0.6,0.54,0.52,0.54,0.53,0.52,0.4,0.46,0.37,0.61,0.57,0.5
ipfire-wall.csv,0.92,0.44,0.48,0.0,0.77,0.96,0.41,0.9,0.45,0.75,0.43,0.98,0.77,0.59,0.46,0.55,0.79,0.42,0.67,0.93
irplus.csv,0.32,0.38,0.33,0.33,0.44,0.59,0.54,0.38,0.68,0.67,0.32,0.49,0.47,0.59,0.32,0.38,0.46,0.39,0.89,0.42
jasperreports.csv,0.56,0.34,0.44,0.39,0.43,0.86,0.93,0.51,0.7,0.82,0.36,0.77,0.38,0.44,0.4,0.69,0.57,0.64,0.52,0.53
jaxlib.csv,0.92,0.88,0.89,0.42,0.83,0.64,0.54,0.86,0.7,0.43,0.77,0.78,0.75,0.64,0.46,0.94,0.5,0.69,0.97,0.46
jvcl.csv,0.49,0.9,0.62,0.78,0.75,0.97,0.4,0.8,0.46,0.64,0.92,0.52,0.45,0.95,0.5,0.48,0.76,0.52,0.58,0.8
kaffeine.csv,0.34,0.67,0.39,0.31,0.37,0.44,0.32,0.48,0.34,0.38,0.32,0.4,0.29,0.44,0.36,0.42,0.38,0.4,0.43,0.43
m-m-m.csv,0.54,0.64,0.56,0.42,0.55,0.47,0.42,0.76,0.44,0.38,0.47,0.45,0.34,0.47,0.44,0.56,0.52,0.58,0.62,0.6
myfaces.csv,0.39,0.35,0.49,0.36,0.78,0.55,0.38,0.41,0.39,0.86,0.42,0.59,0.38,0.94,0.45,0.4,0.4,0.32,0.83,0.55
nh3d.csv,0.34,0.53,0.83,0.0,0.4,0.41,0.38,0.56,0.37,0.37,0.96,0.42,0.39,0.37,0.36,0.53,0.33,0.56,0.45,0.45
poormans.csv,0.67,0.92,0.76,0.64,0.92,0.94,0.75,0.46,0.4,0.67,0.67,0.5,0.29,0.92,0.67,0.56,0.88,0.97,0.43,0.86
sarasvati.csv,0.46,0.92,0.49,0.49,0.83,0.65,0.61,0.59,0.6,0.75,0.58,0.58,0.57,0.54,0.54,0.57,0.49,0.42,0.94,0.73
smartgwt.csv,0.36,0.32,0.0,0.67,0.45,0.86,0.79,0.53,0.95,0.76,0.38,0.69,0.61,0.47,0.35,0.59,0.88,0.35,0.55,0.49
taokgame.csv,0.93,0.83,0.0,0.77,0.8,0.86,0.89,0.5,0.94,0.51,0.95,0.76,0.83,0.7,0.42,0.99,0.92,0.98,0.61,0.93
wgs-assembler.csv,0.46,0.57,0.53,0.34,0.59,0.4,0.42,0.9,0.52,0.4,0.52,0.43,0.31,0.4,0.52,0.58,0.38,0.68,0.6,0.52
