,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,myfaces.csv,jaxlib.csv,anaxagora.csv,ipfire-wall.csv,jasperreports.csv,irplus.csv,smartgwt.csv,poormans.csv,free-evolution.csv
anaxagora.csv,0.06,0.52,0.02,0.16,0.73,0.16,0.39,0.52,0.22,0.05,0.45,0.28,0.0,0.41,0.46,0.16,0.58,0.54,0.41,0.38
blogentis.csv,0.04,0.47,0.02,0.16,0.85,0.16,0.59,0.49,0.0,0.07,0.44,0.32,0.1,0.41,0.32,0.15,0.37,0.29,0.32,0.3
free-evolution.csv,0.1,0.53,0.01,0.17,0.63,0.17,0.38,0.56,0.22,0.03,0.52,0.33,0.08,0.3,0.47,0.19,0.53,0.57,0.42,0.46
gtad.csv,0.24,0.54,0.01,0.24,0.25,0.23,0.42,0.15,0.08,0.09,0.49,0.34,0.2,0.26,0.51,0.28,0.47,0.58,0.31,0.29
htmlunit.csv,0.1,0.5,0.01,0.22,0.49,0.14,0.32,0.27,0.23,0.0,0.53,0.4,0.0,0.24,0.53,0.21,0.49,0.62,0.38,0.35
ipfire-wall.csv,0.14,0.42,0.04,0.0,0.42,0.06,0.4,0.33,0.04,0.0,0.37,0.29,0.13,0.27,0.71,0.22,0.41,0.47,0.05,0.13
irplus.csv,0.1,0.42,0.01,0.23,0.54,0.27,0.42,0.31,0.07,0.5,0.59,0.41,0.0,0.24,0.65,0.22,0.55,0.5,0.42,0.34
jasperreports.csv,0.05,0.52,0.03,0.23,0.84,0.11,0.32,0.78,0.18,0.11,0.48,0.29,0.14,0.3,0.59,0.44,0.33,0.63,0.41,0.32
jaxlib.csv,0.14,0.21,0.15,0.17,0.22,0.21,0.29,0.58,0.1,0.04,0.23,0.14,0.67,0.16,0.43,0.12,0.51,0.35,0.17,0.4
jvcl.csv,0.05,0.27,0.04,0.23,0.39,0.15,0.4,0.18,0.23,0.0,0.34,0.22,0.06,0.19,0.47,0.1,0.43,0.42,0.55,0.34
kaffeine.csv,0.06,0.33,0.01,0.18,0.89,0.17,0.45,0.62,0.06,0.05,0.53,0.3,0.08,0.32,0.51,0.14,0.56,0.52,0.42,0.39
m-m-m.csv,0.08,0.39,0.03,0.14,0.65,0.15,0.32,0.85,0.16,0.03,0.39,0.22,0.09,0.23,0.56,0.12,0.56,0.34,0.34,0.39
myfaces.csv,0.08,0.49,0.02,0.21,0.31,0.16,0.45,0.41,0.03,0.0,0.52,0.5,0.12,0.16,0.65,0.17,0.41,0.54,0.39,0.27
nh3d.csv,0.05,0.48,0.8,0.0,0.9,0.12,0.41,0.91,0.2,0.03,0.35,0.24,0.11,0.28,0.49,0.14,0.53,0.38,0.35,0.38
poormans.csv,0.0,0.16,0.03,0.16,0.33,0.34,0.4,0.31,0.11,0.5,0.49,0.4,0.08,0.24,0.0,0.22,0.24,0.44,0.59,0.15
sarasvati.csv,0.07,0.35,0.02,0.09,0.22,0.29,0.18,0.44,0.05,0.12,0.37,0.33,0.17,0.34,0.52,0.27,0.53,0.51,0.27,0.31
smartgwt.csv,0.11,0.52,0.0,0.0,0.56,0.12,0.33,0.33,0.07,0.08,0.43,0.39,0.1,0.22,0.59,0.12,0.36,0.58,0.42,0.41
taokgame.csv,0.12,0.22,0.0,0.17,0.19,0.11,0.23,0.08,0.74,0.0,0.2,0.18,0.0,0.19,0.45,0.15,0.16,0.17,0.5,0.37
wgs-assembler.csv,0.09,0.49,0.02,0.19,0.48,0.14,0.34,0.33,0.3,0.03,0.52,0.25,0.09,0.28,0.37,0.3,0.49,0.38,0.37,0.38
