,zealos.csv,openintents.csv,atomsite.csv,bullet.csv,tktoolkit.csv,pokenetonline.csv
atomsite.csv,0.0,0.41,0.62,0.54,0.95,0.82
bullet.csv,0.62,0.34,0.56,0.41,0.39,0.48
openintents.csv,0.54,0.52,0.36,0.77,0.75,0.64
pokenetonline.csv,0.94,0.4,0.37,0.7,0.95,0.38
tktoolkit.csv,0.62,0.39,0.48,0.42,0.95,0.76
zealos.csv,0.61,0.39,0.49,0.55,0.49,0.41
