,zealos.csv,openintents.csv,atomsite.csv,bullet.csv,tktoolkit.csv,pokenetonline.csv
atomsite.csv,1.0,0.77,0.05,0.7,0.88,0.83
bullet.csv,0.91,0.61,0.8,0.05,0.8,0.61
openintents.csv,1.0,0.0,0.53,0.76,0.44,0.7
pokenetonline.csv,0.85,0.57,0.77,0.74,0.75,0.0
tktoolkit.csv,0.74,0.63,0.63,0.49,0.13,0.86
zealos.csv,0.14,0.68,0.74,0.77,0.79,0.57
