,zealos.csv,openintents.csv,atomsite.csv,bullet.csv,tktoolkit.csv,pokenetonline.csv
atomsite.csv,0.0,0.49,0.96,0.36,0.16,0.27
bullet.csv,0.34,0.72,0.42,0.99,0.53,0.58
openintents.csv,0.0,1.0,0.7,0.34,0.72,0.43
pokenetonline.csv,0.2,0.58,0.57,0.38,0.3,1.0
tktoolkit.csv,0.49,0.64,0.52,0.6,0.89,0.31
zealos.csv,0.89,0.52,0.51,0.47,0.48,0.61
