,zealos.csv,openintents.csv,atomsite.csv,bullet.csv,tktoolkit.csv,pokenetonline.csv
atomsite.csv,0.01,0.61,0.0,0.14,0.1,0.32
bullet.csv,0.9,0.61,0.54,0.05,0.78,0.44
openintents.csv,1.0,0.0,0.48,0.29,0.35,0.36
pokenetonline.csv,0.19,0.36,0.76,0.33,0.1,0.0
tktoolkit.csv,0.54,0.58,0.39,0.24,0.01,0.48
zealos.csv,0.03,0.48,0.59,0.57,0.63,0.44
