,zealos.csv,openintents.csv,atomsite.csv,bullet.csv,tktoolkit.csv,pokenetonline.csv
atomsite.csv,0.0,0.38,1.0,0.88,0.16,0.64
bullet.csv,0.29,0.51,0.26,0.99,0.14,0.76
openintents.csv,0.31,1.0,0.44,0.77,0.24,0.73
pokenetonline.csv,0.28,0.52,0.35,0.77,0.29,1.0
tktoolkit.csv,0.29,0.47,0.38,0.88,0.95,0.59
zealos.csv,0.93,0.43,0.31,0.73,0.11,0.78
