,zealos.csv,openintents.csv,atomsite.csv,bullet.csv,tktoolkit.csv,pokenetonline.csv
atomsite.csv,0.0,0.44,0.98,0.46,0.14,0.34
bullet.csv,0.43,0.66,0.32,0.99,0.23,0.66
openintents.csv,0.47,1.0,0.56,0.43,0.36,0.52
pokenetonline.csv,0.21,0.54,0.5,0.47,0.27,1.0
tktoolkit.csv,0.37,0.58,0.43,0.69,0.91,0.38
zealos.csv,0.9,0.47,0.39,0.58,0.18,0.7
