,ltp.csv,konversation.csv,moviesandbox.csv,sepgsql.csv,migen.csv,mcmc-jags.csv,cataclysmos.csv,ildjit.csv,opengs.csv,tcl.csv,phonon-vlc-mplayer.csv,openxava.csv,unflobtactical.csv,micomt.csv,nebuladevice.csv,passwordsafe.csv,exl.csv,crux-framework.csv
crux-framework.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
exl.csv,0.65,0.29,0.71,0.11,0.58,0.38,0.12,0.4,0.6,0.43,0.38,0.23,0.47,0.22,0.29,0.46,0.99,0.09
ildjit.csv,0.02,0.0,0.0,0.1,0.15,0.0,0.0,0.97,0.07,0.0,0.0,0.0,0.23,0.1,0.0,0.09,0.0,0.0
konversation.csv,0.15,0.96,0.41,0.09,0.33,0.24,0.0,0.1,0.12,0.34,0.48,0.41,0.29,0.24,0.15,0.36,0.71,0.12
ltp.csv,0.98,0.14,0.45,0.09,0.35,0.3,0.09,0.09,0.27,0.33,0.42,0.05,0.66,0.25,0.18,0.42,0.39,0.08
mcmc-jags.csv,0.49,0.39,0.63,0.13,0.6,0.97,0.13,0.18,0.61,0.12,0.61,0.2,0.77,0.4,0.24,0.45,0.83,0.06
micomt.csv,0.43,0.44,0.71,0.17,0.53,0.5,0.15,0.25,0.63,0.29,0.69,0.18,0.67,0.92,0.12,0.47,0.77,0.09
migen.csv,0.6,0.34,0.35,0.07,0.99,0.0,0.1,0.45,0.58,0.61,0.59,0.24,0.1,0.3,0.19,0.54,0.79,0.07
moviesandbox.csv,0.23,0.32,0.98,0.18,0.55,0.17,0.0,0.14,0.42,0.05,0.62,0.38,0.57,0.33,0.23,0.52,0.67,0.07
nebuladevice.csv,0.06,0.52,0.27,0.19,0.41,0.42,0.1,0.12,0.22,0.54,0.13,0.4,0.35,0.14,0.93,0.35,0.19,0.09
opengs.csv,0.8,0.33,0.68,0.1,0.54,0.42,0.18,0.35,0.98,0.34,0.53,0.25,0.57,0.55,0.18,0.51,0.55,0.07
openxava.csv,0.42,0.29,0.61,0.09,0.54,0.35,0.0,0.3,0.6,0.47,0.23,1.0,0.4,0.0,0.3,0.48,0.62,0.0
passwordsafe.csv,0.64,0.32,0.74,0.11,0.66,0.39,0.1,0.14,0.67,0.57,0.6,0.26,0.7,0.5,0.45,0.97,0.82,0.07
phonon-vlc-mplayer.csv,0.68,0.33,0.69,0.1,0.55,0.56,0.12,0.23,0.4,0.57,0.99,0.21,0.71,0.48,0.15,0.42,0.81,0.06
sepgsql.csv,0.04,0.08,0.14,0.9,0.3,0.19,0.0,0.4,0.07,0.67,0.16,0.18,0.36,0.09,0.19,0.35,0.22,0.0
tcl.csv,0.55,0.07,0.04,0.1,0.14,0.21,0.0,0.35,0.13,0.94,0.26,0.0,0.1,0.16,0.19,0.23,0.16,0.06
unflobtactical.csv,0.63,0.35,0.62,0.21,0.54,0.26,0.12,0.16,0.35,0.09,0.31,0.34,0.99,0.29,0.29,0.38,0.54,0.13
