,ltp.csv,konversation.csv,moviesandbox.csv,sepgsql.csv,migen.csv,mcmc-jags.csv,cataclysmos.csv,ildjit.csv,opengs.csv,tcl.csv,phonon-vlc-mplayer.csv,openxava.csv,unflobtactical.csv,micomt.csv,nebuladevice.csv,passwordsafe.csv,exl.csv,crux-framework.csv
crux-framework.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
exl.csv,0.55,0.65,0.7,0.64,0.62,0.5,0.93,0.64,0.6,0.41,0.53,0.63,0.43,0.44,0.53,0.53,0.98,0.81
ildjit.csv,0.01,0.0,0.0,0.23,0.11,0.0,0.0,0.97,0.05,0.0,0.0,0.0,0.17,0.1,0.0,0.06,0.0,0.0
konversation.csv,0.11,0.93,0.31,0.37,0.25,0.16,0.0,0.12,0.09,0.3,0.62,0.43,0.2,0.35,0.23,0.42,0.49,0.38
ltp.csv,0.98,0.29,0.38,0.44,0.3,0.24,0.88,0.12,0.23,0.27,0.35,0.21,0.58,0.27,0.24,0.41,0.31,0.66
mcmc-jags.csv,0.4,0.69,0.6,0.41,0.63,0.94,0.94,0.3,0.6,0.1,0.7,0.0,0.76,0.57,0.43,0.42,0.76,0.6
micomt.csv,0.33,0.7,0.68,0.69,0.55,0.38,0.95,0.28,0.61,0.21,0.66,0.2,0.59,0.88,0.16,0.44,0.69,0.79
migen.csv,0.48,0.61,0.29,0.46,0.98,0.0,0.89,0.71,0.64,0.62,0.67,0.53,0.07,0.42,0.31,0.53,0.7,0.64
moviesandbox.csv,0.17,0.54,0.99,0.46,0.55,0.16,0.0,0.17,0.39,0.04,0.62,0.29,0.52,0.27,0.24,0.45,0.57,0.63
nebuladevice.csv,0.04,0.7,0.19,0.42,0.39,0.38,0.89,0.12,0.16,0.32,0.11,0.43,0.3,0.26,0.89,0.38,0.14,0.38
opengs.csv,0.24,0.54,0.66,0.57,0.56,0.32,0.96,0.56,0.97,0.27,0.48,0.66,0.52,0.66,0.39,0.42,0.44,0.64
openxava.csv,0.35,0.6,0.57,0.49,0.58,0.44,0.0,0.41,0.63,0.47,0.29,1.0,0.35,0.0,0.54,0.46,0.51,0.0
passwordsafe.csv,0.57,0.71,0.72,0.59,0.64,0.44,0.89,0.25,0.75,0.57,0.79,0.69,0.68,0.65,0.72,0.97,0.74,0.67
phonon-vlc-mplayer.csv,0.6,0.72,0.67,0.57,0.59,0.52,0.92,0.4,0.39,0.57,0.98,0.56,0.69,0.51,0.3,0.46,0.72,0.59
sepgsql.csv,0.02,0.2,0.11,0.88,0.31,0.3,0.0,0.62,0.05,0.56,0.27,0.15,0.33,0.1,0.36,0.44,0.17,0.0
tcl.csv,0.47,0.2,0.02,0.47,0.11,0.23,0.0,0.48,0.09,0.96,0.3,0.0,0.07,0.26,0.36,0.26,0.12,0.37
unflobtactical.csv,0.54,0.73,0.58,0.46,0.57,0.24,0.92,0.2,0.3,0.06,0.39,0.59,0.99,0.35,0.49,0.41,0.44,0.89
