,ltp.csv,konversation.csv,moviesandbox.csv,sepgsql.csv,migen.csv,mcmc-jags.csv,cataclysmos.csv,ildjit.csv,opengs.csv,tcl.csv,phonon-vlc-mplayer.csv,openxava.csv,unflobtactical.csv,micomt.csv,nebuladevice.csv,passwordsafe.csv,exl.csv,crux-framework.csv
crux-framework.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
exl.csv,0.69,0.18,0.65,0.06,0.49,0.32,0.07,0.28,0.46,0.48,0.3,0.14,0.56,0.14,0.2,0.43,1.0,0.05
ildjit.csv,0.21,0.0,0.0,0.07,0.6,0.0,0.0,0.97,1.0,0.0,0.0,0.0,0.62,0.14,0.0,0.43,0.0,0.0
konversation.csv,0.65,1.0,0.86,0.05,0.88,1.0,0.0,0.09,0.27,0.53,0.39,0.46,0.86,0.2,0.12,0.34,0.74,0.07
ltp.csv,0.99,0.09,0.68,0.05,0.53,0.6,0.05,0.09,0.39,0.6,0.66,0.03,0.83,0.27,0.17,0.5,0.73,0.04
mcmc-jags.csv,0.75,0.28,0.64,0.08,0.58,1.0,0.07,0.13,0.66,0.23,0.55,0.11,0.74,0.32,0.18,0.58,0.91,0.03
micomt.csv,0.77,0.33,0.73,0.09,0.53,1.0,0.08,0.27,0.47,0.7,0.79,0.1,0.86,1.0,0.11,0.61,0.85,0.05
migen.csv,0.64,0.24,0.61,0.04,1.0,0.0,0.05,0.3,0.49,0.54,0.54,0.16,0.33,0.25,0.14,0.6,0.86,0.04
moviesandbox.csv,0.7,0.24,0.96,0.11,0.56,0.25,0.0,0.14,0.53,0.5,0.67,0.8,0.68,0.6,0.27,0.74,0.88,0.04
nebuladevice.csv,0.61,0.42,1.0,0.13,0.5,0.56,0.05,0.13,0.7,0.44,0.26,0.43,0.56,0.1,1.0,0.35,0.45,0.05
opengs.csv,0.69,0.25,0.71,0.05,0.51,1.0,0.1,0.23,1.0,0.64,0.67,0.15,0.68,0.5,0.12,0.84,0.94,0.04
openxava.csv,0.6,0.19,0.69,0.05,0.5,0.32,0.0,0.24,0.59,0.47,0.21,1.0,0.55,0.0,0.21,0.55,0.95,0.0
passwordsafe.csv,0.74,0.2,0.74,0.06,0.51,0.38,0.05,0.1,0.55,0.51,0.47,0.16,0.69,0.42,0.32,0.98,0.86,0.04
phonon-vlc-mplayer.csv,0.73,0.21,0.7,0.05,0.48,0.7,0.06,0.16,0.48,0.55,1.0,0.12,0.71,0.5,0.1,0.43,0.84,0.03
sepgsql.csv,0.4,0.05,0.33,0.96,0.3,0.13,0.0,0.28,1.0,0.53,0.12,0.33,0.42,0.11,0.13,0.29,0.46,0.0
tcl.csv,0.79,0.04,0.17,0.05,0.33,0.23,0.0,0.29,0.44,0.9,0.26,0.0,0.4,0.12,0.14,0.23,0.5,0.03
unflobtactical.csv,0.8,0.23,0.58,0.14,0.53,0.38,0.06,0.15,0.54,0.29,0.27,0.24,0.97,0.27,0.21,0.4,0.77,0.07
