,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,exist.csv,mp-rechnungs-und-kundenverwaltung.csv,wheat.csv,ingex.csv,power-architect.csv,javaprofiler.csv
apertium.csv,0.42,0.4,0.39,0.28,0.63,0.48,0.48,0.09,0.22,0.61,0.75,0.08,0.42,0.47,0.27,0.17,0.62,0.18
beast-mcmc.csv,0.63,0.55,0.6,0.39,0.64,0.58,0.63,0.48,0.3,0.63,0.4,0.35,0.73,0.49,0.68,0.53,0.77,0.57
cuberok.csv,0.48,0.47,0.34,0.27,0.36,0.58,0.46,0.64,0.31,0.42,0.39,0.3,0.68,0.32,0.39,0.28,0.52,0.35
exist.csv,0.47,0.5,0.64,0.42,0.63,0.61,0.66,0.52,0.29,0.64,0.29,0.5,0.78,0.48,0.65,0.54,0.67,0.74
ingex.csv,0.42,0.36,0.55,0.2,0.69,0.41,0.6,0.12,0.25,0.63,0.3,0.32,0.55,0.44,0.55,0.52,0.52,0.71
javaprofiler.csv,0.48,0.51,0.55,0.32,0.72,0.65,0.63,0.56,0.26,0.64,0.44,0.46,0.72,0.4,0.63,0.49,0.61,0.83
jbasic.csv,0.45,0.49,0.55,0.3,0.78,0.6,0.66,0.26,0.29,0.74,0.44,0.37,0.73,0.48,0.22,0.52,0.82,0.61
jgnash.csv,0.41,0.52,0.49,0.42,0.62,0.44,0.53,0.46,0.47,0.35,0.24,0.46,0.53,0.38,0.58,0.49,0.17,0.25
jrefactory.csv,0.35,0.4,0.75,0.25,0.43,0.23,0.36,0.46,0.16,0.48,0.37,0.39,0.17,0.4,0.57,0.54,0.28,0.74
jsecurity.csv,0.37,0.54,0.35,0.5,0.32,0.56,0.45,0.29,0.27,0.3,0.19,0.25,0.64,0.38,0.27,0.39,0.28,0.48
libopenmetaverse.csv,0.41,0.5,0.73,0.32,0.79,0.65,0.68,0.5,0.26,0.66,0.49,0.45,0.55,0.46,0.7,0.53,0.81,0.81
mobicents.csv,0.51,0.51,0.52,0.4,0.67,0.51,0.68,0.57,0.34,0.71,0.53,0.41,0.75,0.51,0.61,0.54,0.74,0.55
mp-rechnungs-und-kundenverwaltung.csv,0.42,0.39,0.56,0.27,0.53,0.27,0.57,0.42,0.18,0.67,0.58,0.38,0.27,0.53,0.13,0.56,0.48,0.8
openefm.csv,0.41,0.61,0.46,0.32,0.59,0.66,0.66,0.48,0.25,0.23,0.52,0.23,0.64,0.34,0.67,0.44,0.43,0.54
power-architect.csv,0.43,0.51,0.63,0.38,0.71,0.66,0.61,0.56,0.23,0.37,0.37,0.46,0.69,0.51,0.71,0.4,0.87,0.67
sidekar.csv,0.0,0.41,0.0,0.0,0.83,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54
wheat.csv,0.43,0.46,0.29,0.39,0.57,0.49,0.58,0.49,0.25,0.53,0.53,0.4,0.72,0.4,0.73,0.53,0.73,0.42
yarp0.csv,0.39,0.48,0.44,0.34,0.64,0.58,0.61,0.42,0.26,0.63,0.57,0.65,0.67,0.48,0.57,0.52,0.64,0.57
