,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,exist.csv,mp-rechnungs-und-kundenverwaltung.csv,wheat.csv,ingex.csv,power-architect.csv,javaprofiler.csv
apertium.csv,0.73,0.7,0.76,0.71,0.57,0.74,0.67,0.95,0.74,0.52,0.24,0.96,0.72,0.65,0.84,0.9,0.8,0.91
beast-mcmc.csv,0.35,0.52,0.85,0.53,0.7,0.64,0.61,0.73,0.63,0.53,0.79,0.81,0.91,0.78,0.6,0.61,0.82,0.6
cuberok.csv,0.53,0.66,0.82,0.7,0.79,0.74,0.71,0.43,0.57,0.71,0.67,0.91,0.81,0.75,0.84,0.83,0.75,0.79
exist.csv,0.72,0.94,0.87,0.5,0.54,0.71,0.87,0.74,0.85,0.84,0.93,0.7,0.36,0.73,0.78,0.88,0.62,0.88
ingex.csv,0.61,0.91,0.62,0.8,0.58,0.74,0.76,0.94,0.74,0.94,0.76,0.74,0.69,0.67,0.62,0.56,0.87,0.57
javaprofiler.csv,0.57,0.71,0.84,0.95,0.67,0.86,0.81,0.86,0.72,0.5,0.88,1.0,1.0,0.73,0.79,0.97,0.76,0.36
jbasic.csv,0.68,0.57,0.91,0.65,0.55,0.74,0.76,0.83,0.71,0.43,0.94,0.69,0.84,0.86,0.87,0.77,0.94,0.75
jgnash.csv,0.63,0.54,0.69,0.48,0.61,0.7,0.63,0.75,0.41,0.77,0.84,0.58,0.64,0.68,0.76,0.63,0.91,0.86
jrefactory.csv,0.88,0.79,0.43,0.89,0.89,0.87,0.82,0.73,0.84,0.72,0.76,0.67,0.9,0.66,0.66,0.55,0.85,0.93
jsecurity.csv,0.71,0.54,0.87,0.41,0.8,0.62,0.69,0.82,0.67,0.81,0.87,0.82,0.53,0.7,0.84,0.7,0.84,0.7
libopenmetaverse.csv,1.0,0.99,0.97,1.0,0.92,0.48,1.0,0.93,1.0,1.0,0.78,0.92,0.72,1.0,1.0,0.92,0.94,1.0
mobicents.csv,0.54,0.66,0.73,0.57,0.47,0.92,0.46,0.76,0.51,0.77,0.51,0.83,0.75,0.65,0.65,0.88,0.9,0.67
mp-rechnungs-und-kundenverwaltung.csv,0.8,0.68,0.71,0.73,0.62,0.84,0.58,0.68,0.8,0.95,0.49,0.75,0.84,0.5,0.93,0.51,0.7,0.65
openefm.csv,0.72,0.42,0.86,0.87,0.61,0.73,0.81,0.64,0.71,0.86,0.67,0.92,0.73,0.81,0.63,0.67,0.72,0.8
power-architect.csv,0.63,0.55,0.81,0.66,0.65,0.94,0.8,0.97,0.75,0.75,0.8,0.97,0.93,0.74,0.96,0.92,0.25,0.88
sidekar.csv,1.0,0.66,1.0,1.0,0.27,1.0,1.0,0.59,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.65
wheat.csv,0.6,0.63,0.93,0.53,0.6,0.81,0.69,0.61,0.69,0.71,0.61,0.66,0.86,0.75,0.41,0.64,0.61,0.85
yarp0.csv,0.78,0.68,0.79,0.73,0.53,0.78,0.53,0.8,0.71,0.9,0.48,0.34,0.5,0.76,0.62,0.64,0.96,0.71
