,gpsmid.csv,emftriple.csv,fluent-nhibernate.csv,columba.csv
columba.csv,0.42,0.4,0.23,0.0
emftriple.csv,0.08,0.0,0.0,0.05
fluent-nhibernate.csv,0.63,0.71,0.0,0.63
gpsmid.csv,0.0,0.41,0.19,0.09
