,gpsmid.csv,emftriple.csv,fluent-nhibernate.csv,columba.csv
columba.csv,4.0,8.0,10.0,0.0
emftriple.csv,0.0,0.0,183.0,1.0
fluent-nhibernate.csv,6.0,60.0,0.0,14.0
gpsmid.csv,0.0,150.0,6.0,0.0
