,gpsmid.csv,emftriple.csv,fluent-nhibernate.csv,columba.csv
columba.csv,0.66,0.21,0.86,0.96
emftriple.csv,0.02,1.0,0.0,0.1
fluent-nhibernate.csv,0.49,0.47,0.95,0.55
gpsmid.csv,0.97,0.0,0.77,0.39
