,kaffeine.csv,alembik.csv,co-ode-owl-plugins.csv,jmonkeyengine.csv,onotoa.csv,e-bio-flow.csv,ogrehg.csv,jaxlib.csv,chaperon.csv,nodal.csv,xpontus.csv,aten.csv,papertoolkit.csv,free-evolution.csv,jmule.csv
alembik.csv,0.37,0.69,0.11,0.45,0.27,0.26,0.43,0.12,0.0,0.08,0.0,0.15,0.13,0.26,0.27
chaperon.csv,0.73,0.47,0.11,0.41,0.36,0.23,0.45,0.0,0.62,0.44,0.04,0.69,0.07,0.12,0.49
co-ode-owl-plugins.csv,0.46,0.55,0.63,0.38,0.84,0.53,0.51,0.12,0.0,0.38,0.03,0.67,0.12,0.35,0.15
e-bio-flow.csv,0.31,0.58,0.25,0.4,0.49,0.65,0.48,0.13,0.0,0.34,0.04,0.61,0.12,0.39,0.24
free-evolution.csv,0.72,0.64,0.18,0.41,0.63,0.51,0.47,0.08,0.33,0.45,0.03,0.58,0.0,0.47,0.69
jaxlib.csv,0.22,0.28,0.5,0.09,0.79,0.27,0.37,0.67,0.05,0.35,0.0,0.6,0.07,0.4,0.14
jmonkeyengine.csv,0.84,0.45,0.33,0.53,0.85,0.52,0.56,0.25,0.12,0.43,0.0,0.89,0.12,0.34,0.52
jmule.csv,0.5,0.62,0.17,0.43,0.71,0.5,0.56,0.08,0.05,0.42,0.03,0.69,0.12,0.37,0.86
kaffeine.csv,0.89,0.6,0.19,0.45,0.78,0.52,0.57,0.08,0.18,0.44,0.03,0.94,0.12,0.39,0.67
nodal.csv,0.3,0.47,0.15,0.27,0.6,0.44,0.41,0.14,0.13,0.61,0.0,0.53,0.25,0.22,0.45
ogrehg.csv,0.34,0.57,0.33,0.4,0.5,0.51,0.64,0.05,0.12,0.12,0.0,0.7,0.17,0.34,0.26
onotoa.csv,0.34,0.54,0.62,0.36,0.79,0.42,0.6,0.12,0.0,0.33,0.05,0.67,0.17,0.33,0.0
papertoolkit.csv,0.52,0.43,0.25,0.21,0.4,0.3,0.41,0.11,0.0,0.18,0.03,0.39,0.35,0.18,0.42
