,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv,nunit.csv
calcubetimer.csv,0.21,0.05,0.83,0.25,0.0,0.32
chaperon.csv,0.36,0.18,0.46,0.12,0.25,0.39
mule.csv,0.38,0.07,0.37,0.17,0.25,0.43
nunit.csv,0.52,0.64,0.63,0.6,0.25,0.22
springside.csv,0.47,0.2,0.57,0.6,0.25,0.3
swtfox.csv,0.4,0.76,0.25,0.69,0.75,0.42
