,vxl.csv,extprosys.csv,taverna.csv,abbot.csv,jsecurity.csv,jnode.csv,freelords.csv,officefloor.csv,aufs.csv,bulmages.csv,matrex.csv,projectfactory.csv,coot.csv,jruby.csv,emono.csv
abbot.csv,0.52,0.05,0.49,0.77,0.6,0.0,0.56,0.55,0.42,0.53,0.27,0.57,0.71,0.0,0.68
aufs.csv,0.52,0.37,0.05,0.61,0.2,0.41,0.47,0.24,0.61,0.38,0.54,0.67,0.23,0.58,0.17
bulmages.csv,0.0,0.22,0.09,0.64,0.34,0.15,0.12,0.0,0.0,0.73,0.65,0.0,0.68,0.06,0.0
coot.csv,0.04,0.42,0.46,0.0,0.37,0.48,0.48,0.4,0.44,0.53,0.55,0.55,0.71,0.53,0.55
emono.csv,0.48,0.26,0.3,0.45,0.45,0.27,0.5,0.48,0.29,0.49,0.35,0.47,0.67,0.52,0.63
extprosys.csv,0.21,0.64,0.0,0.36,0.29,0.47,0.66,0.71,0.06,0.68,0.39,0.56,0.34,0.64,0.44
freelords.csv,0.62,0.27,0.0,0.33,0.42,0.34,0.68,0.66,0.62,0.6,0.68,0.45,0.68,0.48,0.54
jnode.csv,0.31,0.05,0.09,0.19,0.04,0.81,0.05,0.28,0.0,0.22,0.0,0.04,0.58,0.05,0.05
jruby.csv,0.57,0.02,0.65,0.0,0.63,0.37,0.36,0.53,0.0,0.49,0.74,0.27,0.02,0.69,0.23
jsecurity.csv,0.26,0.29,0.18,0.06,0.73,0.62,0.24,0.28,0.17,0.28,0.27,0.18,0.68,0.3,0.52
matrex.csv,0.44,0.07,0.13,0.54,0.06,0.29,0.05,0.5,0.19,0.0,0.83,0.25,0.06,0.17,0.17
officefloor.csv,0.59,0.34,0.25,0.09,0.18,0.61,0.11,0.65,0.57,0.32,0.45,0.42,0.42,0.45,0.47
projectfactory.csv,0.53,0.42,0.59,0.13,0.52,0.53,0.54,0.6,0.65,0.55,0.49,0.62,0.56,0.47,0.51
taverna.csv,0.42,0.16,0.77,0.17,0.18,0.36,0.24,0.0,0.13,0.34,0.1,0.58,0.64,0.18,0.41
vxl.csv,0.53,0.51,0.37,0.34,0.66,0.52,0.6,0.71,0.0,0.61,0.46,0.53,0.41,0.47,0.48
