,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,exist.csv,mp-rechnungs-und-kundenverwaltung.csv,wheat.csv,bigdata.csv,wsmt.csv,ambulant.csv,opendvr.csv,icescrum.csv
ambulant.csv,0.96,0.53,0.62,0.65,0.95,0.68,0.58,0.47,0.86,0.9,0.85,0.5,0.43,0.89,0.56,0.72,0.94,0.6,0.49,0.93
apertium.csv,0.37,0.91,0.78,0.78,0.46,0.45,0.58,0.0,0.46,0.51,0.53,0.67,0.96,0.39,0.86,0.5,0.38,0.92,0.0,0.41
beast-mcmc.csv,0.52,0.4,0.4,0.47,0.52,0.45,0.39,0.41,0.48,0.42,0.4,0.42,0.35,0.37,0.36,0.41,0.43,0.47,0.48,0.35
bigdata.csv,0.84,0.81,0.57,0.6,0.53,0.46,0.81,0.37,0.48,0.65,0.83,0.48,0.49,0.43,0.35,0.44,0.77,0.9,0.94,0.67
cuberok.csv,0.68,0.41,0.72,0.66,0.8,0.45,0.51,0.57,0.55,0.57,0.73,0.45,0.37,0.7,0.57,0.48,0.53,0.68,0.44,0.53
exist.csv,0.36,0.36,0.39,0.48,0.42,0.38,0.36,0.37,0.4,0.43,0.44,0.36,0.41,0.37,0.33,0.44,0.33,0.48,0.44,0.33
icescrum.csv,0.54,0.71,0.57,0.73,0.55,0.52,0.5,0.45,0.47,0.48,0.56,0.86,0.74,0.38,0.71,0.59,0.44,0.52,0.53,0.47
jbasic.csv,0.38,0.46,0.44,0.61,0.44,0.44,0.39,0.55,0.4,0.49,0.42,0.4,0.36,0.36,0.86,0.49,0.36,0.4,0.47,0.36
jgnash.csv,0.43,0.48,0.42,0.41,0.39,0.6,0.43,0.41,0.61,0.52,0.56,0.43,0.55,0.62,0.38,0.44,0.43,0.42,0.58,0.33
jrefactory.csv,0.42,0.46,0.49,0.54,0.57,0.56,0.6,0.41,0.66,0.54,0.58,0.42,0.93,0.56,0.35,0.66,0.34,0.44,0.48,0.48
jsecurity.csv,0.97,0.57,0.51,0.46,0.92,0.53,0.6,0.52,0.57,0.71,0.56,0.89,0.47,0.63,0.89,0.98,0.86,0.7,0.63,0.86
libopenmetaverse.csv,0.33,0.36,0.38,0.46,0.46,0.48,0.36,0.42,0.41,0.43,0.47,0.41,0.46,0.35,0.35,0.4,0.32,0.47,0.44,0.32
mobicents.csv,0.39,0.39,0.39,0.54,0.5,0.4,0.44,0.45,0.43,0.42,0.52,0.42,0.36,0.35,0.52,0.38,0.35,0.46,0.48,0.36
mp-rechnungs-und-kundenverwaltung.csv,0.35,0.49,0.5,0.53,0.61,0.86,0.52,0.38,0.8,0.43,0.48,0.83,0.96,0.47,0.75,0.46,0.48,0.48,0.67,0.56
opendvr.csv,0.51,0.43,0.51,0.6,0.62,0.34,0.49,0.92,0.44,0.52,0.65,0.88,0.35,0.37,0.79,0.47,0.75,0.77,0.74,0.45
openefm.csv,0.53,0.5,0.5,0.55,0.92,0.61,0.46,0.5,0.58,0.82,0.69,0.67,0.5,0.58,0.46,0.8,0.71,0.63,0.48,0.35
sidekar.csv,0.0,0.62,0.0,0.0,0.48,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0
wheat.csv,0.58,0.43,0.75,0.66,0.72,0.52,0.51,0.39,0.47,0.64,0.49,0.59,0.36,0.45,0.5,0.57,0.71,0.53,0.45,0.48
wsmt.csv,0.98,0.9,0.93,0.96,0.67,0.75,0.74,0.8,0.97,0.8,0.88,0.76,0.93,0.94,0.83,0.87,0.62,0.89,0.9,0.75
yarp0.csv,0.38,0.46,0.51,0.51,0.54,0.42,0.53,0.42,0.82,0.45,0.48,0.48,0.48,0.35,0.48,0.54,0.36,0.45,0.48,0.57
