,plearn.csv,re2c.csv,psrchive.csv,lsb.csv,aubit4gl.csv,bullet.csv,tktoolkit.csv,customwars.csv,rtrt-on-gpu.csv,stemkit.csv,frogatto.csv,grisbi.csv,tcvp.csv,xstore.csv,tycho.csv,bionote.csv,rebecca-aiml.csv,adobe-source.csv,findbugs.csv,oscarmcmaster.csv
adobe-source.csv,0.95,0.83,0.89,0.0,0.92,0.93,0.89,0.67,0.0,0.0,0.86,0.8,0.0,0.86,0.75,0.8,0.97,0.93,0.88,0.92
aubit4gl.csv,0.57,0.58,0.59,0.88,0.51,0.52,0.88,0.67,0.46,0.42,0.57,0.44,0.71,0.72,0.63,0.5,0.62,0.76,0.59,0.67
bionote.csv,0.75,0.0,0.0,0.79,0.88,0.5,0.92,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.96,0.75,0.83,0.92
bullet.csv,0.54,0.41,0.37,0.91,0.46,0.41,0.44,0.36,0.49,0.42,0.45,0.47,0.4,0.51,0.55,0.36,0.59,0.46,0.32,0.37
customwars.csv,0.79,0.86,0.95,0.69,0.4,0.68,0.93,0.94,0.8,0.83,0.79,0.9,0.95,0.71,0.95,0.89,0.72,0.73,0.61,0.72
findbugs.csv,0.49,0.88,0.67,0.71,0.47,0.56,0.76,0.73,0.67,0.73,0.45,0.89,0.67,0.58,0.77,0.65,0.49,0.66,0.68,0.85
frogatto.csv,0.57,0.75,0.54,0.56,0.37,0.4,0.53,0.4,0.56,0.65,0.44,0.38,0.89,0.51,0.53,0.52,0.55,0.54,0.4,0.49
grisbi.csv,0.41,0.4,0.38,0.82,0.37,0.34,0.36,0.32,0.42,0.45,0.4,0.32,0.37,0.45,0.53,0.38,0.49,0.41,0.3,0.36
lsb.csv,0.42,0.35,0.39,0.54,0.34,0.36,0.37,0.33,0.44,0.34,0.4,0.37,0.49,0.43,0.48,0.38,0.52,0.4,0.31,0.36
oscarmcmaster.csv,0.94,0.83,0.86,0.87,0.94,0.92,0.94,0.94,0.0,0.75,0.88,0.5,0.68,0.69,0.9,0.88,0.9,0.96,0.76,0.97
plearn.csv,0.74,0.69,0.71,0.69,0.38,0.71,0.97,0.9,0.48,0.51,0.63,0.51,0.76,0.58,0.63,0.67,0.66,0.59,0.78,0.47
psrchive.csv,0.95,0.8,0.92,0.78,0.75,0.85,0.94,0.95,0.0,0.88,0.89,0.89,0.5,0.9,0.68,0.83,0.81,0.92,0.92,0.92
re2c.csv,0.66,0.83,0.59,0.77,0.47,0.7,0.94,0.93,0.8,0.6,0.68,0.67,0.94,0.67,0.93,0.92,0.74,0.98,0.92,0.97
rebecca-aiml.csv,0.79,0.0,0.68,0.7,0.36,0.86,0.94,0.62,0.88,0.62,0.71,0.53,0.86,0.54,0.85,0.61,0.66,0.63,0.55,0.48
rtrt-on-gpu.csv,0.64,0.62,0.55,0.8,0.39,0.49,0.41,0.96,0.92,0.62,0.56,0.43,0.82,0.65,0.69,0.56,0.67,0.58,0.55,0.48
stemkit.csv,0.86,0.0,0.5,0.95,0.67,0.67,0.0,0.67,0.75,0.83,0.75,0.75,0.9,0.89,0.0,0.5,0.92,0.92,0.0,0.86
tcvp.csv,0.94,0.82,0.95,0.81,0.69,0.93,0.91,0.94,0.82,0.56,0.91,0.94,0.89,0.94,0.92,0.94,0.86,0.91,0.93,0.98
tktoolkit.csv,0.43,0.41,0.42,0.71,0.48,0.41,0.95,0.5,0.43,0.4,0.44,0.4,0.36,0.51,0.0,0.46,0.53,0.58,0.6,0.59
tycho.csv,0.5,0.57,0.61,0.83,0.41,0.51,0.42,0.41,0.47,0.4,0.58,0.53,0.92,0.56,0.54,0.5,0.42,0.5,0.42,0.48
xstore.csv,0.57,0.89,0.51,0.92,0.49,0.49,0.44,0.43,0.8,0.51,0.5,0.58,0.66,0.52,0.62,0.42,0.57,0.61,0.5,0.51
