,plearn.csv,re2c.csv,psrchive.csv,lsb.csv,aubit4gl.csv,bullet.csv,tktoolkit.csv,customwars.csv,rtrt-on-gpu.csv,stemkit.csv,frogatto.csv,grisbi.csv,tcvp.csv,xstore.csv,tycho.csv,bionote.csv,rebecca-aiml.csv,adobe-source.csv,findbugs.csv,oscarmcmaster.csv
adobe-source.csv,0.83,0.5,0.86,0.98,0.9,0.81,0.91,0.88,1.0,1.0,0.81,0.92,1.0,0.96,0.91,0.88,0.9,0.2,0.51,0.87
aubit4gl.csv,0.84,0.75,0.66,0.72,0.05,0.9,0.69,0.78,0.78,0.85,0.75,0.89,0.69,0.86,0.69,0.7,0.59,0.69,0.75,0.68
bionote.csv,0.97,1.0,1.0,0.86,0.97,0.97,0.92,0.82,1.0,1.0,0.97,1.0,1.0,1.0,1.0,0.0,0.94,0.9,0.9,0.85
bullet.csv,0.77,0.92,0.78,0.84,0.58,0.01,0.71,0.95,1.0,0.66,0.81,0.57,0.84,0.87,0.67,0.89,0.43,0.78,0.98,0.84
customwars.csv,0.79,0.84,0.75,0.6,0.76,0.89,0.96,0.06,0.6,0.67,0.77,0.87,0.93,0.83,1.01,0.51,0.62,0.84,0.66,0.74
findbugs.csv,0.57,0.84,0.52,0.59,0.57,0.81,0.63,0.87,0.92,0.53,0.56,0.86,1.0,0.66,0.56,0.37,0.84,0.6,0.11,0.75
frogatto.csv,0.64,0.41,0.58,0.46,0.66,0.64,0.49,0.58,0.77,0.73,0.09,0.45,1.01,0.6,0.78,0.51,0.78,0.6,0.61,0.58
grisbi.csv,0.7,0.96,0.63,0.76,0.76,0.69,0.84,0.88,0.81,0.83,0.68,0.02,0.79,0.62,0.74,0.83,0.59,0.66,0.9,0.86
lsb.csv,0.72,0.65,0.8,0.27,0.81,0.77,0.8,0.91,0.71,0.77,0.77,0.63,0.51,0.58,0.49,0.89,0.41,0.68,0.82,0.83
oscarmcmaster.csv,0.95,0.84,0.86,0.76,0.76,0.84,0.87,0.72,0.9,1.0,0.84,0.99,0.47,0.76,0.88,0.32,0.72,0.75,0.66,0.19
plearn.csv,0.17,0.87,0.68,0.77,0.86,0.73,0.77,0.73,0.82,0.68,0.73,0.75,0.99,0.68,0.78,0.88,0.24,0.63,0.67,0.78
psrchive.csv,0.8,0.67,0.14,0.9,0.68,0.74,0.83,0.9,0.9,0.67,0.75,0.86,1.0,0.95,0.67,0.88,0.5,0.9,0.64,0.92
re2c.csv,0.68,0.0,0.58,0.68,0.46,0.85,0.96,0.95,0.7,0.54,0.81,0.9,0.91,0.76,0.76,1.03,0.5,0.75,0.8,0.9
rebecca-aiml.csv,0.73,0.83,0.63,0.71,0.86,0.8,1.01,0.56,0.45,0.51,0.68,0.63,0.57,0.57,0.83,0.51,0.02,0.72,0.61,0.63
rtrt-on-gpu.csv,0.68,0.72,0.66,0.73,0.69,0.92,0.74,0.81,0.04,0.8,0.72,0.71,0.78,0.63,0.91,0.5,0.38,0.65,0.61,0.78
stemkit.csv,0.97,1.0,1.0,0.94,0.98,0.97,1.0,0.88,0.9,0.0,0.92,0.94,1.01,0.85,1.0,1.0,0.83,1.0,1.0,1.0
tcvp.csv,0.82,0.57,0.83,0.63,0.7,0.81,0.85,0.9,0.76,0.59,0.95,0.98,0.0,0.96,0.83,0.92,0.4,0.88,0.77,0.96
tktoolkit.csv,0.71,0.98,0.81,0.54,0.72,0.92,0.17,0.84,0.98,0.82,0.8,0.87,1.0,0.77,1.0,0.81,0.76,0.79,0.52,0.8
tycho.csv,0.81,0.52,0.59,0.8,0.68,0.93,0.8,0.79,0.87,0.99,0.55,0.75,0.9,0.85,0.0,1.13,0.97,0.51,0.62,0.66
xstore.csv,0.63,0.68,0.54,0.86,0.67,0.55,0.88,0.78,0.84,0.71,0.5,0.66,0.75,0.03,0.57,0.65,0.63,0.61,0.75,0.61
