,plearn.csv,re2c.csv,psrchive.csv,lsb.csv,aubit4gl.csv,bullet.csv,tktoolkit.csv,customwars.csv,rtrt-on-gpu.csv,stemkit.csv,frogatto.csv,grisbi.csv,tcvp.csv,xstore.csv,tycho.csv,bionote.csv,rebecca-aiml.csv,adobe-source.csv,findbugs.csv,oscarmcmaster.csv
adobe-source.csv,0.17,0.5,0.14,0.02,0.11,0.19,0.09,0.12,0.0,0.0,0.19,0.08,0.0,0.04,0.09,0.12,0.13,0.8,0.54,0.13
aubit4gl.csv,0.51,0.67,0.64,0.33,0.98,0.61,0.35,0.35,0.9,0.83,0.56,0.59,0.44,0.39,0.49,0.75,0.61,0.47,0.43,0.45
bionote.csv,0.03,0.0,0.0,0.24,0.04,0.03,0.09,0.18,0.0,0.0,0.03,0.0,0.0,0.0,0.0,1.0,0.07,0.1,0.11,0.15
bullet.csv,0.56,0.33,0.93,0.16,0.65,0.99,0.78,0.71,0.3,0.67,0.72,0.47,0.56,0.85,0.49,0.88,0.72,0.8,0.89,0.83
customwars.csv,0.29,0.17,0.29,0.44,0.54,0.36,0.04,0.94,0.4,0.33,0.28,0.14,0.11,0.22,0.14,0.5,0.63,0.27,0.39,0.32
findbugs.csv,0.56,0.17,0.5,0.49,0.54,0.48,0.39,0.18,0.1,0.5,0.53,0.14,0.0,0.46,0.51,0.75,0.83,0.5,0.89,0.28
frogatto.csv,0.64,0.67,0.57,0.56,0.65,0.57,0.7,0.71,0.3,0.33,0.92,0.58,0.0,0.59,0.29,0.62,0.57,0.57,0.64,0.57
grisbi.csv,0.86,0.5,0.71,0.29,0.85,0.81,0.83,0.88,0.6,0.33,0.86,0.98,0.67,0.78,0.63,0.75,0.67,0.73,0.68,0.85
lsb.csv,0.76,0.83,0.79,0.73,0.81,0.88,0.91,0.94,0.6,0.83,0.89,0.74,0.78,0.65,0.63,0.62,0.81,0.73,0.82,0.81
oscarmcmaster.csv,0.05,0.17,0.14,0.27,0.24,0.16,0.13,0.29,0.1,0.0,0.17,0.02,0.78,0.24,0.14,0.75,0.28,0.27,0.36,0.81
plearn.csv,0.83,0.17,0.36,0.49,0.78,0.3,0.26,0.29,0.9,0.67,0.39,0.61,0.11,0.41,0.43,0.12,0.83,0.6,0.36,0.62
psrchive.csv,0.2,0.33,0.86,0.33,0.37,0.27,0.17,0.12,0.1,0.33,0.25,0.14,0.0,0.07,0.43,0.12,0.52,0.1,0.36,0.09
re2c.csv,0.34,1.0,0.5,0.4,0.7,0.27,0.04,0.06,0.3,0.67,0.31,0.36,0.11,0.3,0.26,0.0,0.67,0.3,0.21,0.11
rebecca-aiml.csv,0.29,0.17,0.43,0.38,0.7,0.24,0.0,0.53,0.6,0.67,0.36,0.41,0.44,0.43,0.2,0.62,0.98,0.37,0.54,0.57
rtrt-on-gpu.csv,0.41,0.33,0.64,0.31,0.63,0.67,0.65,0.24,1.0,0.33,0.72,0.58,0.33,0.46,0.43,0.88,0.7,0.6,0.54,0.51
stemkit.csv,0.03,0.0,0.0,0.07,0.02,0.03,0.0,0.12,0.1,1.0,0.08,0.06,0.0,0.15,0.0,0.0,0.17,0.0,0.0,0.0
tcvp.csv,0.22,0.5,0.21,0.51,0.37,0.19,0.22,0.12,0.3,0.67,0.08,0.15,1.0,0.09,0.2,0.12,0.61,0.2,0.25,0.06
tktoolkit.csv,0.83,1.0,0.86,0.49,0.78,0.84,0.83,0.47,0.8,1.0,0.75,0.88,1.0,0.85,0.0,0.75,0.65,0.67,0.64,0.47
tycho.csv,0.64,0.83,0.64,0.29,0.69,0.64,0.52,0.53,0.4,0.33,0.58,0.44,0.11,0.67,1.0,0.12,0.93,0.73,0.71,0.55
xstore.csv,0.49,0.33,0.64,0.27,0.61,0.51,0.74,0.53,0.2,0.5,0.69,0.41,0.33,0.98,0.49,0.88,0.61,0.57,0.43,0.6
