,plearn.csv,re2c.csv,psrchive.csv,lsb.csv,aubit4gl.csv,bullet.csv,tktoolkit.csv,customwars.csv,rtrt-on-gpu.csv,stemkit.csv,frogatto.csv,grisbi.csv,tcvp.csv,xstore.csv,tycho.csv,bionote.csv,rebecca-aiml.csv,adobe-source.csv,findbugs.csv,oscarmcmaster.csv
adobe-source.csv,0.26,0.5,0.17,0.04,0.18,0.32,0.12,0.2,0.0,0.0,0.33,0.14,0.0,0.08,0.15,0.15,0.15,0.83,0.57,0.2
aubit4gl.csv,0.32,0.18,0.28,0.31,0.97,0.66,0.25,0.18,0.32,0.14,0.53,0.67,0.19,0.4,0.52,0.25,0.46,0.28,0.39,0.31
bionote.csv,0.06,0.0,0.0,0.2,0.06,0.06,0.11,0.27,0.0,0.0,0.05,0.0,0.0,0.0,0.0,1.0,0.1,0.18,0.18,0.23
bullet.csv,0.36,0.1,0.31,0.25,0.63,0.99,0.25,0.21,0.13,0.16,0.6,0.62,0.15,0.65,0.53,0.23,0.57,0.31,0.52,0.33
customwars.csv,0.27,0.15,0.24,0.42,0.52,0.46,0.05,0.97,0.53,0.33,0.36,0.24,0.07,0.3,0.18,0.47,0.44,0.17,0.43,0.26
findbugs.csv,0.46,0.14,0.44,0.41,0.59,0.57,0.32,0.13,0.11,0.29,0.58,0.24,0.0,0.51,0.59,0.43,0.43,0.34,0.94,0.28
frogatto.csv,0.44,0.36,0.31,0.58,0.6,0.66,0.33,0.31,0.21,0.14,0.94,0.72,0.0,0.59,0.37,0.32,0.36,0.34,0.53,0.37
grisbi.csv,0.49,0.12,0.3,0.27,0.68,0.8,0.22,0.26,0.24,0.09,0.7,0.99,0.18,0.68,0.59,0.22,0.47,0.33,0.45,0.34
lsb.csv,0.44,0.23,0.27,0.82,0.65,0.83,0.25,0.27,0.27,0.15,0.69,0.8,0.28,0.63,0.67,0.18,0.6,0.33,0.53,0.33
oscarmcmaster.csv,0.08,0.17,0.19,0.29,0.37,0.28,0.15,0.3,0.18,0.0,0.27,0.03,0.3,0.37,0.22,0.5,0.4,0.28,0.44,0.89
plearn.csv,0.9,0.11,0.29,0.3,0.62,0.44,0.19,0.26,0.31,0.15,0.44,0.7,0.05,0.48,0.46,0.18,0.74,0.32,0.43,0.3
psrchive.csv,0.31,0.36,0.92,0.21,0.47,0.41,0.2,0.11,0.18,0.29,0.4,0.24,0.0,0.11,0.5,0.14,0.55,0.14,0.5,0.13
re2c.csv,0.39,1.0,0.33,0.34,0.7,0.38,0.05,0.06,0.4,0.2,0.36,0.48,0.08,0.38,0.37,0.0,0.51,0.24,0.3,0.13
rebecca-aiml.csv,0.35,0.29,0.31,0.31,0.58,0.36,0.0,0.33,0.46,0.21,0.46,0.56,0.35,0.57,0.29,0.32,0.99,0.25,0.49,0.34
rtrt-on-gpu.csv,0.37,0.18,0.28,0.31,0.59,0.69,0.22,0.18,0.91,0.1,0.62,0.68,0.14,0.52,0.43,0.35,0.61,0.31,0.49,0.27
stemkit.csv,0.06,0.0,0.0,0.09,0.04,0.06,0.0,0.2,0.14,1.0,0.15,0.11,0.0,0.25,0.0,0.0,0.27,0.0,0.0,0.0
tcvp.csv,0.24,0.26,0.17,0.37,0.45,0.32,0.13,0.11,0.22,0.18,0.13,0.24,1.0,0.13,0.29,0.08,0.67,0.14,0.33,0.07
tktoolkit.csv,0.47,0.19,0.28,0.49,0.65,0.79,0.9,0.18,0.25,0.17,0.61,0.85,0.2,0.67,0.0,0.22,0.39,0.28,0.57,0.25
tycho.csv,0.37,0.28,0.31,0.24,0.62,0.67,0.18,0.21,0.18,0.07,0.61,0.57,0.1,0.57,1.0,0.04,0.43,0.4,0.55,0.33
xstore.csv,0.41,0.27,0.34,0.2,0.58,0.64,0.2,0.21,0.16,0.13,0.68,0.56,0.16,0.98,0.58,0.29,0.43,0.33,0.39,0.36
