,gamestone.csv,igarden.csv,owlapi.csv,archive-crawler.csv,nabu-library.csv,ingex.csv,twostep.csv,lphant.csv,nebuladevice.csv,pi-qmc.csv,trinitycore.csv,geochat.csv
archive-crawler.csv,0.87,0.94,0.74,0.52,0.95,0.92,0.86,0.78,0.88,0.88,0.86,0.76
gamestone.csv,0.2,0.75,0.74,0.81,0.91,0.9,0.89,0.87,0.62,0.91,0.9,0.73
geochat.csv,1.0,0.95,1.0,0.78,0.73,0.94,0.94,0.93,0.79,0.97,0.85,0.52
igarden.csv,0.51,0.46,0.81,0.48,0.66,0.69,0.82,0.91,0.83,0.68,0.6,0.74
ingex.csv,0.53,0.65,0.58,0.74,0.95,0.5,0.66,0.68,0.72,0.74,0.56,0.69
lphant.csv,0.32,0.61,0.61,0.68,0.62,0.55,0.51,0.44,0.54,0.42,0.53,0.62
nabu-library.csv,0.69,0.75,0.77,0.92,0.26,0.92,0.96,0.74,1.0,0.95,0.7,0.73
nebuladevice.csv,0.77,0.97,1.0,0.82,0.9,0.8,1.09,0.93,0.38,0.61,0.72,1.0
owlapi.csv,1.02,0.82,0.35,0.83,0.29,0.61,0.77,0.81,0.88,0.73,0.78,0.63
pi-qmc.csv,0.3,0.77,0.64,0.76,0.58,0.72,0.81,0.79,0.76,0.2,0.79,0.69
trinitycore.csv,0.72,0.64,0.84,0.84,0.95,0.82,0.98,0.73,0.46,0.65,0.49,0.9
twostep.csv,0.41,0.54,0.58,0.76,0.91,0.62,0.25,0.61,0.71,0.41,0.6,0.65
