,gamestone.csv,igarden.csv,owlapi.csv,archive-crawler.csv,nabu-library.csv,ingex.csv,twostep.csv,lphant.csv,nebuladevice.csv,pi-qmc.csv,trinitycore.csv,geochat.csv
archive-crawler.csv,0.12,0.1,0.25,0.5,0.38,0.19,0.23,0.55,0.14,0.18,0.19,0.26
gamestone.csv,0.61,0.31,0.22,0.25,0.16,0.19,0.49,0.21,0.37,0.17,0.15,0.31
geochat.csv,0.0,0.16,0.0,0.32,0.4,0.11,0.35,0.13,0.21,0.19,0.19,0.46
igarden.csv,0.32,0.56,0.18,0.54,0.48,0.41,0.27,0.56,0.18,0.44,0.39,0.28
ingex.csv,0.38,0.41,0.33,0.44,0.66,0.57,0.48,0.51,0.25,0.48,0.43,0.32
lphant.csv,0.5,0.43,0.3,0.43,0.52,0.56,0.63,0.64,0.37,0.63,0.46,0.38
nabu-library.csv,0.23,0.31,0.2,0.14,0.84,0.53,0.07,0.36,0.0,0.08,0.34,0.29
nebuladevice.csv,0.2,0.06,0.0,0.3,0.52,0.3,0.07,0.13,0.49,0.43,0.35,0.0
owlapi.csv,0.0,0.25,0.49,0.23,0.82,0.56,0.36,0.45,0.14,0.34,0.26,0.36
pi-qmc.csv,0.48,0.39,0.28,0.33,0.56,0.41,0.52,0.59,0.3,0.78,0.28,0.39
trinitycore.csv,0.2,0.46,0.16,0.33,0.32,0.26,0.2,0.4,0.44,0.38,0.48,0.15
twostep.csv,0.45,0.5,0.37,0.48,0.49,0.51,0.78,0.52,0.27,0.61,0.41,0.37
