,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,mycila.csv,azureus.csv,pokenetonline.csv,avisynth2.csv,octet.csv,twostep.csv,geotools.csv,servicestack.csv,gephex.csv,coot.csv
adonthell.csv,0.29,0.62,0.52,0.6,0.95,0.22,0.39,0.53,0.18,0.62,0.34,0.5,0.62,0.49,0.48,0.65,0.52,0.56,0.48,0.32
autofac.csv,0.61,0.33,0.58,0.98,0.6,0.46,0.78,0.55,0.5,0.82,0.22,0.57,0.45,0.49,0.71,0.76,0.53,0.56,0.6,0.59
avisynth2.csv,0.0,0.0,0.02,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.02,1.0,0.0,0.0,0.05,0.07,0.0,0.0
azureus.csv,0.24,0.42,0.1,0.2,0.06,0.07,0.28,0.22,0.24,0.66,0.12,0.98,0.29,0.0,0.0,0.46,0.29,0.07,0.04,0.02
coot.csv,0.51,0.26,0.4,0.42,0.44,0.41,0.33,0.36,0.24,0.28,0.12,0.43,0.25,0.37,0.32,0.25,0.41,0.21,0.24,0.96
dsworkbench.csv,0.73,0.31,1.0,0.35,0.2,0.5,0.69,0.45,0.49,0.71,0.12,0.63,0.59,0.64,0.48,0.55,0.5,0.45,0.34,0.34
forester-atv.csv,0.01,0.96,0.07,0.28,0.16,0.06,0.07,0.26,0.12,0.0,0.0,0.17,0.09,0.0,0.0,0.15,0.26,0.07,0.01,0.06
freelords.csv,0.64,0.55,0.71,0.63,0.55,0.98,0.61,0.31,0.61,0.67,0.67,0.57,0.7,0.57,0.45,0.71,0.58,0.44,0.51,0.31
gabel.csv,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0
geotools.csv,0.25,0.27,0.19,0.25,0.36,0.23,0.28,0.42,0.24,0.43,0.45,0.38,0.43,0.37,0.17,0.1,0.96,0.15,0.24,0.39
gephex.csv,0.31,0.22,0.5,0.37,0.64,0.47,0.38,0.41,0.29,0.63,0.53,0.69,0.55,0.0,0.68,0.67,0.56,0.43,0.98,0.45
google-collections.csv,1.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0
jpaul.csv,0.41,0.63,0.46,0.33,0.06,0.16,0.95,0.42,0.23,0.75,0.12,0.7,0.45,0.0,0.34,0.59,0.38,0.4,0.1,0.14
mycila.csv,0.05,0.1,0.12,0.31,0.0,0.07,0.07,0.3,0.23,0.0,1.0,0.0,0.12,0.0,0.17,0.14,0.16,0.14,0.0,0.0
neodatis-odb.csv,0.0,0.72,0.5,0.53,0.51,0.35,0.4,0.93,0.53,0.29,0.24,0.41,0.31,0.0,0.79,0.46,0.34,0.52,0.24,0.38
octet.csv,0.0,0.53,0.19,0.42,0.21,0.22,0.21,0.42,0.29,0.43,0.12,0.36,0.18,0.0,1.0,0.51,0.24,0.32,0.5,0.61
pokenetonline.csv,0.85,0.66,0.59,0.55,0.65,0.48,0.55,0.63,0.6,0.75,0.52,0.42,1.0,0.0,0.48,0.74,0.66,0.58,0.59,0.4
scenemonitor.csv,0.59,0.69,0.38,0.61,0.46,0.36,0.65,0.54,0.95,0.67,0.23,0.56,0.64,0.85,0.33,0.78,0.52,0.59,0.57,0.57
servicestack.csv,0.22,0.73,0.39,0.32,0.49,0.25,0.51,0.47,0.29,0.64,0.23,0.62,0.64,0.33,0.47,0.72,0.43,0.85,0.37,0.52
twostep.csv,0.0,0.56,0.59,0.62,0.44,0.45,0.73,0.53,0.51,0.64,0.51,0.57,0.69,0.65,0.61,1.0,0.67,0.6,0.47,0.57
