,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,mycila.csv,azureus.csv,pokenetonline.csv,avisynth2.csv,octet.csv,twostep.csv,geotools.csv,servicestack.csv,gephex.csv,coot.csv
adonthell.csv,0.0,0.55,0.81,0.45,0.04,0.29,0.22,0.5,0.09,0.39,0.24,0.42,0.6,0.76,0.14,0.22,0.49,0.26,0.27,0.24
autofac.csv,0.5,0.9,0.75,0.0,0.46,0.61,0.46,0.57,0.16,0.53,0.55,0.7,0.84,0.76,0.29,0.38,0.69,0.3,0.61,0.68
avisynth2.csv,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.0
azureus.csv,0.0,0.25,0.12,0.03,0.0,0.0,0.07,0.16,0.06,0.13,0.05,0.0,0.12,0.16,0.06,0.22,0.19,0.02,0.0,0.08
coot.csv,0.0,0.4,0.19,0.27,0.27,0.32,0.29,0.36,0.12,0.4,0.24,0.48,0.4,0.32,0.43,0.6,0.52,0.07,0.12,0.0
dsworkbench.csv,0.0,0.28,0.0,0.27,0.1,0.29,0.37,0.29,0.19,0.42,0.05,0.47,0.32,0.45,0.16,0.62,0.32,0.2,0.27,0.24
forester-atv.csv,0.0,0.02,0.0,0.03,0.08,0.11,0.05,0.16,0.09,0.11,0.02,0.17,0.0,0.16,0.0,0.02,0.13,0.07,0.07,0.19
freelords.csv,0.0,0.42,0.56,0.48,0.62,0.07,0.61,0.74,0.59,0.52,0.67,0.57,0.56,0.79,0.41,0.58,0.72,0.37,0.71,0.43
gabel.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
geotools.csv,0.0,0.15,0.31,0.12,0.21,0.14,0.12,0.27,0.09,0.13,0.12,0.24,0.16,0.26,0.04,0.02,0.0,0.11,0.15,0.3
gephex.csv,0.0,0.48,0.75,0.48,0.44,0.25,0.37,0.44,0.28,0.71,0.31,0.55,0.6,0.45,0.41,0.49,0.38,0.46,0.0,0.41
google-collections.csv,0.0,1.0,1.0,0.88,1.0,1.0,1.0,1.0,1.0,0.99,1.0,0.98,1.0,1.0,1.0,1.0,1.0,0.98,1.0,1.0
jpaul.csv,0.0,0.35,0.25,0.0,0.02,0.11,0.0,0.29,0.25,0.27,0.31,0.29,0.32,0.13,0.1,0.11,0.39,0.17,0.0,0.16
mycila.csv,0.0,0.08,0.19,0.48,0.08,0.11,0.2,0.39,0.28,0.14,0.02,0.06,0.12,0.06,0.41,0.2,0.18,0.22,0.0,0.0
neodatis-odb.csv,1.0,0.55,0.38,0.55,0.42,0.57,0.63,0.0,0.28,0.35,0.21,0.43,0.2,0.19,0.57,0.31,0.38,0.65,0.2,0.38
octet.csv,1.0,0.78,0.06,0.33,0.44,0.61,0.17,0.26,0.06,0.18,0.31,0.28,0.36,0.18,0.0,0.07,0.31,0.41,0.41,0.51
pokenetonline.csv,0.0,0.65,0.75,0.67,0.5,0.54,0.37,0.54,0.53,0.53,0.38,0.87,0.0,1.0,0.18,0.44,0.53,0.7,0.66,0.49
scenemonitor.csv,0.0,0.52,0.25,0.27,0.6,0.39,0.51,0.47,0.03,0.66,0.43,0.47,0.48,0.47,0.33,0.47,0.59,0.41,0.46,0.68
servicestack.csv,0.0,0.57,0.88,0.18,0.69,0.39,0.17,0.49,0.06,0.28,0.26,0.58,0.6,0.66,0.2,0.33,0.37,0.0,0.41,0.81
twostep.csv,1.0,0.8,0.69,0.67,0.54,0.75,0.37,0.6,0.59,0.6,0.79,0.73,0.24,0.73,0.14,0.0,0.51,0.67,0.8,0.73
