,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,mycila.csv,azureus.csv,pokenetonline.csv,avisynth2.csv,octet.csv,twostep.csv,geotools.csv,servicestack.csv,gephex.csv,coot.csv
adonthell.csv,0.8,0.35,0.37,0.42,0.61,0.78,0.73,0.44,0.83,0.44,0.62,0.61,0.43,0.45,0.7,0.46,0.49,0.48,0.67,0.95
autofac.csv,0.42,0.38,0.38,0.54,0.71,0.56,0.47,0.48,0.57,0.47,0.6,0.46,0.36,0.45,0.6,0.34,0.46,0.61,0.44,0.47
avisynth2.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.83,0.5,0.0,0.0
azureus.csv,0.75,0.5,0.83,0.83,0.67,0.8,0.86,0.83,0.83,0.71,0.67,0.67,0.78,0.8,0.67,0.48,0.69,0.5,0.5,0.75
coot.csv,0.69,0.82,0.71,0.8,0.86,0.82,0.82,0.89,0.88,0.85,0.91,0.62,0.91,0.9,0.83,0.79,0.74,0.83,0.95,0.55
dsworkbench.csv,0.35,0.61,0.42,0.61,0.93,0.51,0.37,0.57,0.6,0.53,0.67,0.45,0.5,0.53,0.73,0.43,0.49,0.56,0.69,0.67
forester-atv.csv,0.0,0.54,0.67,0.88,0.92,0.86,0.67,0.84,0.8,0.9,0.0,0.97,0.75,0.9,0.0,0.75,0.98,0.75,0.75,0.89
freelords.csv,0.45,0.48,0.39,0.46,0.58,0.41,0.41,0.55,0.42,0.44,0.43,0.54,0.37,0.42,0.5,0.38,0.44,0.54,0.45,0.78
gabel.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.5,0.0,0.0,0.0,0.67,0.0,0.0,0.0
geotools.csv,0.82,0.92,0.92,0.9,0.66,0.84,0.78,0.67,0.86,0.93,0.89,0.74,0.7,0.65,0.67,0.67,0.68,0.86,0.95,0.6
gephex.csv,0.71,0.62,0.47,0.58,0.64,0.61,0.62,0.56,0.79,0.43,0.61,0.46,0.43,0.64,0.5,0.44,0.48,0.5,0.49,0.62
google-collections.csv,0.39,0.35,0.36,0.34,0.44,0.38,0.45,0.4,0.3,0.45,0.37,0.38,0.33,0.4,0.46,0.42,0.41,0.42,0.35,0.45
jpaul.csv,0.52,0.53,0.44,0.88,0.75,0.92,0.62,0.68,0.75,0.52,0.79,0.56,0.52,0.88,0.86,0.53,0.65,0.71,0.83,0.91
mycila.csv,0.67,0.8,0.88,0.67,0.75,0.88,0.89,0.73,0.85,0.92,0.91,0.89,0.89,0.75,0.82,0.92,0.98,0.92,0.0,0.0
neodatis-odb.csv,0.73,0.43,0.57,0.56,0.82,0.79,0.67,0.79,0.68,0.82,0.91,0.7,0.81,0.92,0.64,0.76,0.73,0.65,0.95,0.75
octet.csv,0.95,0.4,0.89,0.82,0.94,0.88,0.9,0.88,0.86,0.75,0.93,0.75,0.94,0.91,0.86,0.6,0.9,0.88,0.61,0.53
pokenetonline.csv,0.38,0.31,0.4,0.37,0.56,0.46,0.46,0.42,0.4,0.41,0.48,0.38,0.38,0.4,0.58,0.39,0.37,0.53,0.42,0.7
scenemonitor.csv,0.51,0.44,0.57,0.54,0.62,0.76,0.64,0.55,0.55,0.54,0.65,0.52,0.4,0.41,0.63,0.34,0.49,0.62,0.42,0.4
servicestack.csv,0.93,0.3,0.39,0.79,0.54,0.86,0.53,0.49,0.86,0.48,0.69,0.48,0.42,0.6,0.54,0.41,0.53,0.71,0.54,0.45
twostep.csv,0.55,0.36,0.43,0.42,0.62,0.49,0.5,0.49,0.43,0.48,0.44,0.43,0.45,0.46,0.73,0.5,0.47,0.55,0.38,0.46
