,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,mycila.csv,azureus.csv,pokenetonline.csv,avisynth2.csv,octet.csv,twostep.csv,geotools.csv,servicestack.csv,gephex.csv,coot.csv
adonthell.csv,0.75,0.63,0.82,0.59,0.07,0.86,0.68,0.68,0.86,0.54,0.74,0.66,0.66,0.83,0.59,0.44,0.68,0.54,0.62,0.76
autofac.csv,0.62,0.93,0.76,0.03,0.6,0.8,0.48,0.7,0.57,0.53,0.97,0.75,0.86,0.83,0.41,0.42,0.78,0.56,0.68,0.72
avisynth2.csv,1.0,1.0,0.98,1.0,1.0,1.0,0.94,1.0,1.0,1.0,1.0,1.0,0.98,0.0,1.0,1.0,0.96,0.94,1.0,1.0
azureus.csv,0.8,0.66,0.93,0.83,0.95,0.94,0.77,0.83,0.8,0.4,0.9,0.02,0.76,1.01,1.0,0.62,0.78,0.94,0.97,0.98
coot.csv,0.55,0.87,0.67,0.68,0.66,0.71,0.76,0.76,0.81,0.85,0.93,0.76,0.88,0.74,0.83,0.98,0.79,0.83,0.81,0.05
dsworkbench.csv,0.32,0.78,0.0,0.74,0.84,0.6,0.47,0.66,0.58,0.49,0.9,0.58,0.54,0.56,0.59,0.73,0.62,0.62,0.75,0.74
forester-atv.csv,0.99,0.05,0.94,0.76,0.87,0.96,0.94,0.8,0.9,1.01,1.0,0.87,0.93,1.01,1.0,0.88,0.79,0.94,0.99,0.97
freelords.csv,0.41,0.63,0.58,0.59,0.73,0.07,0.68,1.0,0.67,0.58,0.67,0.68,0.59,0.79,0.7,0.6,0.75,0.69,0.8,0.84
gabel.csv,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,1.0,0.12,1.0,1.0,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0
geotools.csv,0.79,0.78,0.9,0.8,0.71,0.82,0.77,0.68,0.81,0.64,0.61,0.7,0.64,0.71,0.86,0.92,0.05,0.89,0.82,0.71
gephex.csv,0.74,0.94,0.82,0.82,0.55,0.62,0.74,0.76,0.8,0.72,0.59,0.59,0.72,1.1,0.5,0.56,0.59,0.74,0.03,0.7
google-collections.csv,0.0,1.0,1.0,0.88,1.0,1.0,1.0,1.0,1.0,0.99,1.0,0.98,1.0,1.0,1.01,1.0,1.0,0.98,1.0,1.0
jpaul.csv,0.64,0.52,0.63,0.72,0.95,0.88,0.06,0.68,0.84,0.37,0.95,0.42,0.67,1.01,0.72,0.47,0.75,0.67,0.92,0.89
mycila.csv,0.96,0.93,0.92,0.87,1.0,0.94,0.96,0.83,0.85,1.01,0.02,1.0,0.91,1.0,0.95,0.91,0.89,0.91,1.0,1.0
neodatis-odb.csv,1.15,0.57,0.64,0.71,0.65,0.88,0.86,0.08,0.57,0.83,0.83,0.76,0.76,1.02,0.57,0.66,0.79,0.77,0.83,0.75
octet.csv,1.27,0.8,0.84,0.7,0.93,1.0,0.84,0.67,0.75,0.65,0.95,0.73,0.92,1.02,0.0,0.54,0.85,0.82,0.67,0.62
pokenetonline.csv,0.18,0.67,0.76,0.75,0.58,0.74,0.6,0.62,0.64,0.55,0.63,0.87,0.0,1.0,0.6,0.48,0.59,0.73,0.72,0.79
scenemonitor.csv,0.46,0.57,0.71,0.5,0.79,0.78,0.59,0.66,0.06,0.67,0.91,0.63,0.58,0.47,0.79,0.48,0.74,0.58,0.63,0.74
servicestack.csv,0.82,0.59,0.88,0.75,0.8,0.88,0.56,0.73,0.75,0.47,0.84,0.64,0.65,0.94,0.6,0.43,0.7,0.18,0.78,0.82
twostep.csv,1.08,0.8,0.73,0.7,0.78,0.87,0.43,0.74,0.75,0.65,0.81,0.76,0.4,0.73,0.45,0.0,0.57,0.71,0.85,0.76
