,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,mycila.csv,azureus.csv,pokenetonline.csv,avisynth2.csv,octet.csv,twostep.csv,geotools.csv,servicestack.csv,gephex.csv,coot.csv
adonthell.csv,0.25,0.69,0.92,0.62,0.95,0.19,0.35,0.54,0.15,0.62,0.3,0.48,0.72,0.67,0.43,0.62,0.52,0.53,0.44,0.28
autofac.csv,0.64,0.77,0.86,0.97,0.62,0.48,0.88,0.59,0.45,1.0,0.2,0.73,0.82,0.67,0.71,0.81,0.65,0.53,0.7,0.75
avisynth2.csv,0.0,0.0,0.02,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.02,1.0,0.0,0.0,0.04,0.06,0.0,0.0
azureus.csv,0.2,0.38,0.08,0.17,0.05,0.06,0.24,0.19,0.2,0.62,0.1,0.98,0.25,0.0,0.0,0.42,0.25,0.06,0.03,0.02
coot.csv,0.45,0.23,0.36,0.38,0.4,0.37,0.29,0.32,0.2,0.25,0.1,0.41,0.22,0.33,0.29,0.23,0.4,0.18,0.2,0.95
dsworkbench.csv,0.68,0.27,1.0,0.31,0.17,0.47,0.71,0.41,0.45,0.75,0.1,0.66,0.57,0.67,0.43,0.62,0.47,0.41,0.3,0.3
forester-atv.csv,0.01,0.96,0.06,0.24,0.13,0.05,0.06,0.22,0.1,0.0,0.0,0.14,0.07,0.0,0.0,0.12,0.22,0.06,0.01,0.05
freelords.csv,0.59,0.54,0.84,0.66,0.62,0.99,0.71,0.32,0.7,0.75,0.9,0.62,0.82,1.0,0.43,0.85,0.79,0.41,0.63,0.28
gabel.csv,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0
geotools.csv,0.21,0.23,0.16,0.21,0.32,0.19,0.24,0.38,0.2,0.38,0.4,0.34,0.38,0.33,0.14,0.08,0.95,0.12,0.2,0.35
gephex.csv,0.26,0.19,0.66,0.34,0.67,0.43,0.35,0.38,0.25,0.88,0.5,0.8,0.6,0.0,0.71,0.73,0.55,0.41,0.97,0.42
google-collections.csv,1.0,1.0,1.0,0.93,1.0,1.0,1.0,1.0,0.9,1.0,0.9,1.0,1.0,1.0,0.86,1.0,0.99,1.0,1.0,1.0
jpaul.csv,0.36,0.62,0.42,0.28,0.05,0.13,0.94,0.38,0.2,0.75,0.1,0.7,0.42,0.0,0.29,0.54,0.35,0.35,0.08,0.12
mycila.csv,0.04,0.08,0.1,0.28,0.0,0.06,0.06,0.27,0.2,0.0,1.0,0.0,0.1,0.0,0.14,0.12,0.13,0.12,0.0,0.0
neodatis-odb.csv,0.44,0.85,0.48,0.55,0.5,0.33,0.41,0.92,0.5,0.25,0.2,0.38,0.27,0.0,1.0,0.42,0.31,0.59,0.2,0.35
octet.csv,0.22,0.81,0.16,0.38,0.18,0.2,0.18,0.38,0.25,0.38,0.1,0.32,0.15,0.0,1.0,0.46,0.21,0.29,0.48,0.65
pokenetonline.csv,0.82,0.85,0.9,0.66,0.7,0.49,0.53,0.7,0.65,0.88,0.5,0.95,1.0,1.0,0.43,0.81,0.74,0.76,0.72,0.38
scenemonitor.csv,0.54,0.77,0.34,0.59,0.48,0.33,0.71,0.54,0.95,0.88,0.2,0.57,0.68,1.0,0.29,0.88,0.56,0.59,0.58,0.7
servicestack.csv,0.18,0.88,0.9,0.28,0.58,0.22,0.47,0.46,0.25,0.62,0.2,0.71,0.75,0.33,0.43,0.73,0.4,0.82,0.34,0.9
twostep.csv,0.59,1.0,0.76,0.79,0.43,0.56,0.76,0.57,0.55,0.75,0.8,0.79,0.68,1.0,0.57,1.0,0.74,0.76,0.72,0.8
