,barracudamvc.csv,openintents.csv,arsenal-1.csv,alembik.csv,ontopia.csv,irplus.csv,lite.csv,mevenide.csv,tweetsharp.csv,ta3d.csv
alembik.csv,95.5,79.5,0.0,93.5,98.5,234.5,96.5,80.5,73.5,95.5
arsenal-1.csv,98.5,98.5,96.5,102.0,98.5,202.5,93.5,195.0,89.5,95.5
barracudamvc.csv,95.5,94.5,195.0,98.5,97.5,1495.5,195.5,294.5,196.5,197.5
irplus.csv,98.5,191.0,87.5,96.5,98.5,555.5,96.5,183.0,95.5,95.5
lite.csv,95.5,92.5,96.5,93.5,98.5,605.0,96.5,196.0,194.5,184.5
mevenide.csv,99.0,98.5,182.0,134.5,244.5,299.0,78.5,96.5,86.5,95.5
ontopia.csv,97.5,94.5,87.5,89.5,97.5,654.5,96.5,88.5,196.5,197.5
openintents.csv,87.5,94.5,285.5,84.5,96.5,1101.5,96.5,96.5,95.5,98.5
ta3d.csv,97.5,160.5,285.5,93.5,98.5,283.0,256.5,96.5,82.0,95.5
tweetsharp.csv,99.0,98.5,195.0,98.5,84.5,723.0,195.5,636.5,196.5,197.5
