,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,jaolt.csv,glas.csv,hannosset.csv,jcl.csv,gmerlin.csv
chipster.csv,0.31,0.43,0.31,0.4,0.98,0.01,0.67,0.0,0.31,0.9,0.04,0.37,0.34,0.13,0.33,0.49,0.11
fontforge.csv,0.24,0.38,0.22,0.24,0.29,0.34,0.15,0.0,0.35,0.3,0.22,0.24,0.17,0.05,0.45,0.52,0.18
glas.csv,0.27,0.51,0.28,0.38,0.47,0.46,0.19,0.52,0.22,0.22,0.48,0.29,0.31,0.02,0.39,0.51,0.42
gmerlin.csv,0.14,0.18,0.03,0.13,0.17,0.19,0.1,0.32,0.13,0.25,0.22,0.1,0.07,0.07,0.23,0.23,0.0
hannosset.csv,0.06,0.08,0.03,0.02,0.16,0.11,0.04,0.0,0.06,0.08,0.04,0.04,0.07,0.04,0.0,0.04,0.09
hatari.csv,0.37,0.16,0.03,0.8,0.39,0.25,0.31,0.23,0.45,0.85,0.04,0.65,0.21,0.16,0.2,0.34,0.15
jaolt.csv,0.41,0.61,0.44,0.42,0.7,0.34,0.35,0.77,0.28,0.85,0.17,0.57,0.03,0.09,0.26,0.1,0.33
jcl.csv,0.02,0.12,0.14,0.38,0.04,0.1,0.15,0.39,0.23,0.5,0.0,0.16,0.03,0.0,0.06,0.0,0.29
ltp.csv,0.35,0.53,0.5,0.27,0.03,0.52,0.52,0.52,0.35,0.35,0.22,0.3,0.31,0.24,0.52,0.43,0.26
mia.csv,0.9,0.12,0.72,0.24,0.68,0.49,0.17,0.23,0.28,1.0,0.83,0.0,0.1,0.0,0.09,0.76,0.79
net-snmp.csv,0.0,0.3,0.08,0.13,0.32,0.2,0.1,0.58,0.29,0.28,0.04,0.16,0.17,0.04,0.25,0.21,0.2
opde.csv,0.75,0.5,0.75,0.07,0.33,0.49,0.62,0.55,0.44,0.78,0.39,0.48,0.45,0.27,0.7,0.98,0.59
oppna-program-hsatools.csv,0.73,0.65,0.72,0.96,0.88,0.49,0.92,0.94,0.86,0.9,0.0,0.96,0.9,0.47,0.38,0.74,0.76
powerfolder-.csv,0.06,0.01,0.03,0.16,0.15,0.19,0.06,0.48,0.17,0.22,0.26,0.1,0.1,0.07,0.12,0.57,0.21
qlc.csv,0.02,0.45,0.17,0.13,0.12,0.16,0.0,0.1,0.0,0.08,0.04,0.21,0.0,0.2,0.19,0.12,0.08
tcl.csv,0.12,0.19,0.11,0.16,0.16,0.12,0.06,0.55,0.1,0.0,0.04,0.26,0.28,0.18,0.1,0.14,0.09
