,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,jaolt.csv,glas.csv,hannosset.csv,jcl.csv,gmerlin.csv
chipster.csv,2.0,3.0,0.0,0.0,1.0,0.0,35.0,54.0,8.0,0.0,0.0,9.0,1.0,2.0,13.0,0.0,3.0
fontforge.csv,0.0,0.0,0.0,1.0,1.0,6.0,8.0,0.0,5.0,0.0,3.0,17.0,0.0,0.0,7.0,5.0,3.0
glas.csv,2.0,8.0,1.0,1.0,1.0,4.0,52.0,5.0,13.0,0.0,0.0,32.0,0.0,0.0,6.0,7.0,3.0
gmerlin.csv,2.0,5.0,1.0,1.0,1.0,0.0,5.0,4.0,6.0,1.0,0.0,9.0,0.0,4.0,0.0,0.0,0.0
hannosset.csv,0.0,6.0,1.0,0.0,1.0,4.0,52.0,54.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,115.0,3.0
hatari.csv,1.0,0.0,0.0,0.0,0.0,1.0,16.0,4.0,9.0,0.0,0.0,8.0,1.0,4.0,5.0,17.0,2.0
jaolt.csv,0.0,1.0,1.0,1.0,0.0,1.0,18.0,8.0,10.0,0.0,0.0,57.0,0.0,0.0,4.0,0.0,1.0
jcl.csv,1.0,5.0,0.0,0.0,1.0,8.0,52.0,8.0,12.0,0.0,0.0,5.0,0.0,0.0,74.0,0.0,6.0
ltp.csv,0.0,0.0,0.0,0.0,0.0,8.0,52.0,1.0,8.0,0.0,2.0,13.0,0.0,4.0,13.0,5.0,2.0
mia.csv,1.0,1.0,1.0,0.0,2.0,14.0,9.0,1.0,7.0,0.0,2.0,0.0,0.0,91.0,2.0,7.0,8.0
net-snmp.csv,0.0,18.0,1.0,5.0,0.0,0.0,5.0,5.0,14.0,6.0,0.0,4.0,0.0,0.0,74.0,4.0,3.0
opde.csv,2.0,0.0,1.0,0.0,1.0,5.0,32.0,0.0,2.0,0.0,0.0,16.0,1.0,7.0,20.0,7.0,9.0
oppna-program-hsatools.csv,0.0,0.0,1.0,0.0,0.0,2.0,48.0,12.0,23.0,0.0,0.0,8.0,1.0,7.0,10.0,11.0,5.0
powerfolder-.csv,0.0,0.0,0.0,0.0,0.0,8.0,3.0,9.0,0.0,0.0,1.0,4.0,0.0,91.0,74.0,14.0,2.0
qlc.csv,0.0,9.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,1.0,6.0,3.0
tcl.csv,5.0,8.0,0.0,0.0,1.0,6.0,52.0,5.0,9.0,0.0,0.0,5.0,2.0,5.0,74.0,10.0,2.0
