,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,jaolt.csv,glas.csv,hannosset.csv,jcl.csv,gmerlin.csv
chipster.csv,0.59,0.45,0.79,0.72,0.33,0.55,0.47,0.0,0.83,0.36,0.58,0.56,0.47,0.88,0.81,0.42,0.9
fontforge.csv,0.94,0.45,0.88,0.65,0.77,0.61,0.89,0.52,0.62,0.43,0.93,0.8,0.74,0.88,0.51,0.45,0.8
glas.csv,0.62,0.41,0.68,0.47,0.53,0.5,0.9,0.4,0.82,0.92,0.53,0.72,0.57,0.58,0.56,0.58,0.57
gmerlin.csv,0.92,0.76,0.8,0.92,0.98,0.73,0.83,0.45,0.94,0.6,0.7,0.96,0.89,0.8,0.61,0.79,0.65
hannosset.csv,0.88,0.86,0.8,0.67,0.86,0.94,0.5,0.0,0.88,0.75,0.91,0.88,0.67,0.67,0.83,0.75,0.91
hatari.csv,0.51,0.69,0.57,0.46,0.56,0.67,0.76,0.71,0.63,0.34,0.58,0.6,0.88,0.93,0.94,0.62,0.95
jaolt.csv,0.39,0.36,0.45,0.47,0.38,0.45,0.63,0.27,0.61,0.33,0.49,0.45,0.41,0.92,0.67,0.94,0.47
jcl.csv,0.5,0.73,0.89,0.88,0.94,0.93,0.88,0.72,0.97,0.65,0.75,0.97,0.89,0.0,0.75,0.93,0.81
ltp.csv,0.66,0.46,0.59,0.8,0.45,0.54,0.59,0.52,0.63,0.58,0.87,0.77,0.83,0.72,0.53,0.82,0.73
mia.csv,0.46,0.95,0.69,0.94,0.44,0.68,0.9,0.87,0.87,0.37,0.65,0.94,0.94,0.0,0.86,0.49,0.46
net-snmp.csv,0.56,0.73,0.83,0.86,0.76,0.79,0.83,0.35,0.62,0.7,0.65,0.91,0.76,0.86,0.76,0.68,0.89
opde.csv,0.5,0.44,0.56,0.7,0.8,0.55,0.48,0.54,0.62,0.43,0.6,0.57,0.58,0.73,0.44,0.38,0.56
oppna-program-hsatools.csv,0.36,0.33,0.37,0.39,0.34,0.38,0.37,0.29,0.47,0.36,0.42,0.42,0.37,0.45,0.66,0.33,0.39
powerfolder-.csv,0.92,0.65,0.8,0.91,0.98,0.96,0.75,0.38,0.79,0.65,0.97,0.96,0.71,0.75,0.88,0.44,0.95
qlc.csv,0.8,0.48,0.86,0.89,0.98,0.83,0.0,0.89,0.94,0.9,0.75,0.98,0.92,0.94,0.75,0.93,0.86
tcl.csv,0.92,0.95,0.86,0.9,0.98,0.96,0.67,0.43,0.92,0.53,0.93,0.98,0.83,0.94,0.86,0.93,0.91
