,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,jaolt.csv,glas.csv,hannosset.csv,jcl.csv,gmerlin.csv
chipster.csv,0.45,0.42,0.42,0.28,0.7,0.98,0.03,0.0,0.14,0.51,0.98,0.13,0.81,0.12,0.12,0.12,0.3
fontforge.csv,0.29,0.33,0.5,0.45,0.67,0.44,0.11,1.0,0.17,0.6,0.83,0.04,0.78,0.62,0.11,0.12,0.4
glas.csv,0.56,0.32,0.47,0.43,0.72,0.44,0.0,0.47,0.11,0.25,0.83,0.1,0.78,0.97,0.16,0.12,0.24
gmerlin.csv,0.42,0.48,0.8,0.5,0.44,0.51,0.17,0.5,0.06,0.5,0.81,0.29,0.78,0.2,0.11,0.21,1.0
hannosset.csv,0.62,0.14,0.8,0.67,0.81,0.35,0.0,0.0,0.12,0.25,0.91,0.12,0.33,0.33,1.0,0.0,0.45
hatari.csv,0.56,0.59,0.97,0.33,0.76,0.44,0.06,0.5,0.16,0.44,0.98,0.11,0.77,0.4,0.12,0.1,0.5
jaolt.csv,0.59,0.38,0.52,0.37,0.7,0.51,0.05,0.45,0.22,0.51,0.95,0.07,0.99,0.58,0.14,0.38,0.39
jcl.csv,0.5,0.59,0.44,0.32,0.65,0.33,0.0,0.33,0.1,0.46,1.0,0.12,0.89,1.0,0.0,1.0,0.39
ltp.csv,0.38,0.25,0.47,0.4,0.98,0.37,0.0,0.45,0.13,0.55,0.87,0.05,0.7,0.48,0.1,0.1,0.43
mia.csv,0.42,0.53,0.33,0.39,0.73,0.37,0.1,0.53,0.16,0.49,0.75,1.0,0.83,0.0,0.14,0.1,0.33
net-snmp.csv,1.0,0.27,0.5,0.14,0.65,0.5,0.17,0.47,0.18,0.45,0.97,0.18,0.8,0.71,0.0,0.16,0.28
opde.csv,0.39,0.41,0.4,0.89,0.63,0.39,0.03,0.35,0.15,0.47,0.85,0.11,0.73,0.32,0.08,0.12,0.29
oppna-program-hsatools.csv,0.51,0.33,0.47,0.36,0.71,0.48,0.02,0.41,0.11,0.51,1.0,0.09,0.73,0.41,0.1,0.14,0.31
powerfolder-.csv,0.77,0.97,0.8,0.36,0.46,0.33,0.25,0.42,0.21,0.55,0.79,0.37,0.86,0.0,0.0,0.12,0.26
qlc.csv,0.8,0.31,0.14,0.33,0.59,0.5,1.0,0.67,1.0,0.7,0.75,0.1,1.0,0.35,0.19,0.2,0.29
tcl.csv,0.5,0.26,0.43,0.3,0.49,0.48,0.0,0.39,0.15,1.0,0.93,0.06,0.65,0.38,0.0,0.07,0.45
