,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,jaolt.csv,glas.csv,hannosset.csv,jcl.csv,gmerlin.csv
chipster.csv,0.75,0.5,0.79,0.82,0.98,0.02,0.67,1.0,0.74,0.9,0.59,0.58,0.54,0.98,0.6,0.7,0.91
fontforge.csv,0.91,0.67,0.76,0.69,0.79,0.7,0.15,0.04,0.66,0.62,0.8,0.92,0.77,0.87,0.56,0.72,0.77
glas.csv,0.62,0.66,0.74,0.61,0.66,0.67,1.02,0.66,0.86,0.95,0.68,0.73,0.65,0.06,0.43,0.71,0.83
gmerlin.csv,0.89,0.64,0.86,0.77,0.96,0.74,0.1,0.67,0.95,0.78,0.82,0.62,0.91,0.98,0.71,0.61,0.03
hannosset.csv,0.88,0.97,0.86,0.92,0.72,0.92,1.0,1.0,0.95,0.98,0.91,0.95,0.99,0.97,0.0,1.0,0.85
hatari.csv,0.56,0.48,0.03,0.85,0.59,0.75,0.31,0.74,0.63,0.9,0.43,0.69,0.75,0.85,0.7,0.79,0.7
jaolt.csv,0.49,0.62,0.61,0.7,0.75,0.59,0.35,0.79,0.57,0.85,0.37,0.8,0.03,0.82,0.56,0.58,0.65
jcl.csv,0.98,0.59,0.87,0.78,0.97,0.93,1.01,0.84,0.87,0.75,0.96,0.79,0.89,0.97,1.0,0.0,0.69
ltp.csv,0.81,0.78,0.67,0.73,0.04,0.77,1.13,0.69,0.75,0.66,0.72,0.89,0.78,0.72,0.62,0.77,0.65
mia.csv,0.92,0.69,0.91,0.76,0.71,0.76,0.17,0.7,0.72,1.0,0.95,0.0,0.8,1.0,0.84,0.84,0.81
net-snmp.csv,0.0,0.8,0.9,0.97,0.8,0.74,0.1,0.67,0.68,0.82,0.66,0.68,0.75,0.87,1.03,0.74,0.87
opde.csv,0.85,0.53,0.84,0.08,0.82,0.73,0.62,0.83,0.67,0.83,0.65,0.62,0.69,0.86,0.77,0.98,0.77
oppna-program-hsatools.csv,0.73,0.69,0.75,0.96,0.88,0.6,0.92,0.95,0.92,0.9,0.0,0.97,0.9,0.7,0.63,0.75,0.82
powerfolder-.csv,0.76,0.03,0.86,0.85,0.95,0.88,0.06,0.73,0.74,0.75,0.83,0.45,0.76,1.0,1.01,0.71,0.87
qlc.csv,0.9,0.68,0.98,0.89,0.93,0.79,0.0,0.76,0.11,0.82,0.97,0.81,0.84,0.86,0.53,0.79,0.94
tcl.csv,0.86,0.86,0.9,0.89,0.95,0.84,1.0,0.77,0.89,0.08,0.87,0.87,0.84,0.86,1.01,0.94,0.85
