,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,jaolt.csv,glas.csv,hannosset.csv,jcl.csv,gmerlin.csv
chipster.csv,0.37,0.53,0.33,0.28,0.82,0.98,0.05,0.0,0.2,0.66,0.58,0.22,0.68,0.04,0.19,0.2,0.14
fontforge.csv,0.17,0.38,0.36,0.4,0.38,0.42,0.2,0.98,0.24,0.52,0.36,0.06,0.38,0.22,0.2,0.19,0.31
glas.csv,0.49,0.41,0.38,0.47,0.61,0.47,0.0,0.52,0.13,0.12,0.64,0.16,0.55,0.96,0.26,0.19,0.26
gmerlin.csv,0.19,0.43,0.24,0.32,0.1,0.37,0.29,0.45,0.06,0.34,0.33,0.33,0.17,0.05,0.17,0.28,0.98
hannosset.csv,0.2,0.05,0.24,0.14,0.44,0.14,0.0,0.0,0.08,0.05,0.17,0.08,0.03,0.05,1.0,0.0,0.23
hatari.csv,0.57,0.57,0.98,0.46,0.65,0.35,0.11,0.37,0.25,0.54,0.72,0.19,0.4,0.23,0.18,0.15,0.38
jaolt.csv,0.65,0.52,0.55,0.4,0.72,0.51,0.1,0.59,0.31,0.66,0.79,0.12,0.99,0.29,0.22,0.4,0.41
jcl.csv,0.05,0.49,0.21,0.32,0.06,0.12,0.0,0.29,0.12,0.45,0.07,0.16,0.2,0.05,0.0,1.0,0.38
ltp.csv,0.31,0.31,0.51,0.36,0.98,0.4,0.0,0.49,0.19,0.49,0.47,0.08,0.41,0.39,0.17,0.16,0.42
mia.csv,0.56,0.4,0.38,0.33,0.77,0.4,0.18,0.41,0.21,0.65,0.62,1.0,0.33,0.0,0.15,0.18,0.47
net-snmp.csv,1.0,0.26,0.17,0.06,0.38,0.37,0.29,0.55,0.24,0.31,0.5,0.23,0.41,0.23,0.0,0.21,0.2
opde.csv,0.47,0.55,0.49,0.92,0.36,0.42,0.06,0.36,0.23,0.56,0.61,0.19,0.58,0.24,0.14,0.22,0.37
oppna-program-hsatools.csv,0.66,0.47,0.59,0.52,0.82,0.55,0.04,0.55,0.19,0.66,1.0,0.16,0.82,0.44,0.17,0.24,0.42
powerfolder-.csv,0.37,0.97,0.24,0.22,0.1,0.19,0.4,0.44,0.24,0.37,0.34,0.44,0.38,0.0,0.0,0.2,0.2
qlc.csv,0.17,0.38,0.06,0.18,0.14,0.31,1.0,0.36,0.94,0.29,0.05,0.13,0.28,0.22,0.27,0.21,0.1
tcl.csv,0.23,0.2,0.17,0.17,0.12,0.25,0.0,0.42,0.13,0.96,0.23,0.09,0.31,0.23,0.0,0.07,0.23
