,xbrlapi.csv,codeblocks.csv,utgb.csv,red5.csv,bulmages.csv,proftp.csv,grisbi.csv,t-2.csv,libmesh.csv,tcvp.csv,tart.csv,panda3d.csv,super-tux.csv,soar.csv,qmmp.csv,mesa3d.csv
bulmages.csv,0.88,0.98,0.94,0.94,0.1,0.71,0.91,0.98,1.0,1.0,1.0,0.86,1.0,0.91,1.0,0.84
codeblocks.csv,0.84,0.08,0.85,0.59,0.76,0.95,0.71,0.85,0.87,0.92,0.75,0.91,0.64,1.0,0.83,0.61
grisbi.csv,0.73,0.54,0.95,0.94,0.71,0.73,0.03,0.96,0.91,0.8,0.73,0.65,0.45,0.87,0.8,0.67
libmesh.csv,0.74,0.85,0.65,0.67,0.79,0.68,0.77,0.72,0.16,0.99,0.87,0.78,0.76,0.79,1.0,0.61
mesa3d.csv,0.84,0.89,0.93,0.72,0.86,0.74,0.8,0.93,0.93,0.78,1.01,0.85,0.83,0.99,0.85,0.15
panda3d.csv,1.0,0.77,0.91,0.82,0.81,0.74,0.84,0.99,0.85,0.82,0.66,0.08,0.87,0.82,0.73,0.89
proftp.csv,0.75,0.69,0.63,0.75,0.78,0.04,0.58,0.71,0.78,0.89,0.89,0.7,0.87,0.9,0.6,0.69
qmmp.csv,0.6,0.59,0.66,0.67,0.69,0.6,0.55,0.77,0.85,0.63,0.64,0.63,0.64,0.8,0.03,0.66
red5.csv,0.79,0.63,0.69,0.05,0.71,0.7,0.94,0.63,0.57,0.88,0.77,0.78,1.1,0.94,0.73,0.74
soar.csv,0.83,0.89,0.81,0.78,0.8,0.96,0.88,0.7,0.83,0.94,0.93,0.85,1.01,0.08,0.89,0.87
super-tux.csv,0.72,0.97,0.71,0.74,0.95,1.0,1.0,0.63,1.0,1.0,0.99,0.98,0.0,0.97,0.98,1.0
t-2.csv,0.73,0.87,0.6,0.71,0.86,1.02,1.05,0.09,0.52,0.93,0.78,0.83,0.86,0.71,0.86,0.83
tart.csv,0.82,0.99,0.82,0.83,1.0,0.93,0.95,0.77,1.0,1.0,0.2,1.0,0.96,0.94,1.0,1.0
tcvp.csv,0.89,0.95,0.75,0.82,1.0,1.0,0.92,0.97,0.96,0.0,1.0,1.0,0.98,0.92,0.9,0.99
utgb.csv,0.85,0.81,0.03,0.71,0.87,0.66,0.82,0.85,0.67,1.0,1.01,0.71,1.25,0.69,0.92,0.78
xbrlapi.csv,0.07,0.76,0.77,0.69,0.86,0.84,0.58,0.61,0.88,0.47,0.83,0.69,0.51,0.9,0.53,0.98
