,xbrlapi.csv,codeblocks.csv,utgb.csv,red5.csv,bulmages.csv,proftp.csv,grisbi.csv,t-2.csv,libmesh.csv,tcvp.csv,tart.csv,panda3d.csv,super-tux.csv,soar.csv,qmmp.csv,mesa3d.csv
bulmages.csv,0.83,1.0,1.0,0.43,1.0,0.69,1.0,0.04,0.0,0.0,0.0,0.44,0.0,0.36,0.0,0.28
codeblocks.csv,0.58,0.97,0.44,0.68,0.19,0.44,0.86,0.08,0.38,0.12,0.07,0.3,0.96,0.0,0.48,0.26
grisbi.csv,0.56,0.82,0.5,0.59,0.24,0.52,1.0,0.12,0.3,0.11,0.07,0.35,0.98,0.53,0.53,0.25
libmesh.csv,0.52,0.79,0.72,0.79,0.24,0.48,0.85,0.12,0.96,0.03,0.03,0.27,0.94,0.56,0.17,0.31
mesa3d.csv,0.58,0.65,0.38,0.62,0.33,0.67,1.0,0.05,0.4,0.25,0.0,0.35,0.95,0.17,0.59,0.94
panda3d.csv,0.0,0.81,1.0,0.56,0.44,0.43,0.78,0.33,0.29,0.09,0.07,0.98,0.92,0.67,0.58,0.16
proftp.csv,0.69,0.8,0.7,0.57,0.25,0.97,0.97,0.15,0.31,0.17,0.03,0.38,1.0,0.38,0.71,0.39
qmmp.csv,0.58,0.85,0.56,0.62,0.23,0.56,0.88,0.11,0.26,0.13,0.06,0.36,0.96,0.48,1.0,0.26
red5.csv,0.45,0.79,0.55,1.0,0.21,0.46,0.7,0.17,0.45,0.07,0.05,0.28,0.91,0.4,0.5,0.21
soar.csv,0.49,0.74,0.53,0.61,0.22,0.43,0.81,0.13,0.4,0.1,0.06,0.3,0.94,0.97,0.5,0.2
super-tux.csv,0.54,0.75,0.53,0.61,0.2,0.45,0.82,0.16,0.36,0.11,0.05,0.31,1.0,1.0,0.51,0.21
t-2.csv,0.5,0.67,0.61,0.6,0.15,0.17,0.72,1.0,0.49,0.07,0.04,0.26,0.94,0.56,0.39,0.2
tart.csv,0.45,1.0,0.45,0.56,0.0,0.5,1.0,0.11,0.0,0.0,1.0,0.0,0.86,0.52,0.0,0.0
tcvp.csv,0.5,0.64,0.59,0.6,0.0,0.0,0.75,0.05,0.5,1.0,0.0,0.0,1.0,0.56,0.5,0.17
utgb.csv,0.44,0.72,0.97,0.61,0.19,0.61,0.92,0.11,0.45,0.0,0.0,0.42,0.83,0.57,0.62,0.18
xbrlapi.csv,1.0,0.72,0.53,0.61,0.18,0.62,0.87,0.15,0.23,0.2,0.04,0.32,1.0,0.4,0.63,0.21
