,arcallians.csv,aztec.csv,synergyspace.csv,qmmp.csv,xtreemfs.csv,mplayer-ce.csv
arcallians.csv,0.56,0.98,0.56,0.92,0.41,0.54
aztec.csv,0.92,0.96,0.78,0.8,0.73,0.8
mplayer-ce.csv,0.48,0.49,0.52,0.48,0.51,0.59
qmmp.csv,0.39,0.61,0.4,0.52,0.33,0.36
synergyspace.csv,0.95,0.92,0.92,0.92,0.85,0.99
xtreemfs.csv,0.64,0.39,0.47,0.63,0.34,0.34
