,arcallians.csv,aztec.csv,synergyspace.csv,qmmp.csv,xtreemfs.csv,mplayer-ce.csv
arcallians.csv,0.03,0.6,0.72,0.72,0.43,0.62
aztec.csv,0.85,0.0,0.84,0.92,0.78,0.99
mplayer-ce.csv,0.87,0.78,0.74,0.92,0.71,0.04
qmmp.csv,0.54,0.54,0.69,0.02,0.55,0.94
synergyspace.csv,0.83,0.96,0.0,0.91,0.66,0.84
xtreemfs.csv,0.47,0.84,0.54,0.63,0.03,0.85
