,fbmanager.csv,psycle.csv,qgis.csv,emeraldemu.csv,bochs.csv,bl-toolkit.csv,unimrcp.csv,sbml.csv,wow-qrsk.csv,plplot.csv,openmalaria.csv,modellus.csv,ardour.csv,powerfolder.csv,pi-qmc.csv
ardour.csv,0.41,0.4,0.54,0.65,0.36,0.12,0.3,0.62,0.67,0.33,0.62,0.38,0.68,0.6,0.45
bl-toolkit.csv,0.71,0.43,0.87,0.72,0.85,0.76,1.0,0.43,0.82,0.81,0.9,0.6,0.42,1.0,0.95
bochs.csv,0.59,0.88,0.98,0.9,0.72,0.88,0.19,0.79,0.91,0.9,0.88,0.7,0.76,0.8,0.73
emeraldemu.csv,0.41,0.29,0.55,0.71,0.73,0.16,0.04,0.53,0.73,0.33,0.64,0.23,0.59,0.6,0.14
fbmanager.csv,0.71,0.0,0.0,0.0,0.0,0.12,0.26,0.0,0.0,0.19,0.71,0.01,0.0,0.8,0.55
modellus.csv,0.15,0.33,0.51,0.61,0.42,0.58,0.59,0.43,0.72,0.48,0.4,0.77,0.74,1.0,0.64
openmalaria.csv,0.74,0.69,0.82,0.96,0.68,0.76,0.74,0.79,0.83,0.62,0.74,0.91,0.76,1.0,0.68
pi-qmc.csv,0.74,0.38,0.69,0.51,0.28,0.78,1.0,0.87,0.46,0.57,0.43,0.81,0.73,1.0,0.86
plplot.csv,0.59,0.76,0.62,0.8,0.73,0.7,0.96,0.67,0.96,0.62,0.9,0.59,0.93,0.8,0.55
powerfolder.csv,0.59,0.34,0.54,0.67,0.23,0.2,0.33,0.76,0.65,0.19,0.6,0.64,0.68,1.0,0.73
psycle.csv,0.91,0.64,0.8,0.91,0.75,0.7,0.89,0.97,0.94,0.81,0.98,0.84,0.98,1.0,0.86
qgis.csv,0.5,0.59,0.6,0.69,0.83,0.34,0.0,0.7,0.65,0.67,0.67,0.49,0.8,0.6,0.45
sbml.csv,0.68,0.7,0.81,0.92,0.86,0.78,0.96,0.7,0.94,0.52,0.81,0.83,0.7,0.8,0.73
unimrcp.csv,0.53,0.7,0.56,0.69,0.42,0.28,0.78,0.55,0.69,0.48,0.64,0.77,0.8,0.6,0.73
wow-qrsk.csv,0.03,0.2,0.55,0.61,0.51,0.6,0.33,0.08,0.85,0.43,0.17,0.47,0.09,0.8,0.0
